text,category,macro
"We present evidence of a novel form of group hunting. Individual sailfish
(Istiophorus platypterus) alternate attacks with other group members on their
schooling prey (Sardinella aurita). While only 24% of attacks result in prey
capture, multiple prey are injured in 95% of attacks, resulting in an increase
of injured fish in the school with the number of attacks. How quickly prey are
captured is positively correlated with the level of injury of the school,
suggesting that hunters can benefit from other conspecifics' attacks on the
prey. To explore this, we built a mathematical model capturing the dynamics of
the hunt. We show that group hunting provides major efficiency gains (prey
caught per unit time) for individuals in groups of up to 70 members. We also
demonstrate that a free riding strategy, where some individuals wait until the
prey are sufficiently injured before attacking, is only beneficial if the cost
of attacking is high, and only then when waiting times are short. Our findings
provide evidence that cooperative benefits can be realised through the
facilitative effects of individuals' hunting actions without spatial
coordination of attacks. Such ""proto-cooperation"" may be the pre-cursor to more
complex group-hunting strategies.",q-bio.PE,q-bio
"Graph theory in the last two decades penetrated sociology, molecular biology,
genetics, chemistry, computer engineering, and numerous other fields of
science. One of the more recent areas of its applications is the study of the
connections of the human brain. By the development of diffusion magnetic
resonance imaging (diffusion MRI), it is possible today to map the connections
between the 1-1.5 cm$^2$ regions of the gray matter of the human brain. These
connections can be viewed as a graph: the vertices are the anatomically
identified regions of the gray matter, and two vertices are connected by an
edge if the diffusion MRI-based workflow finds neuronal fiber tracts between
these areas. This way we can compute 1015-vertex graphs with tens of thousands
of edges. In a previous work, we have analyzed the male and female braingraphs
graph-theoretically, and we have found statistically significant differences in
numerous parameters between the sexes: the female braingraphs are better
expanders, have more edges, larger bipartition widths, and larger vertex cover
than the braingraphs of the male subjects. Our previous study has applied the
data of 96 subjects; here we present a much larger study of 426 subjects. Our
data source is an NIH-founded project, the ""Human Connectome Project (HCP)""
public data release. As a service to the community, we have also made all of
the braingraphs computed by us from the HCP data publicly available at the
\url{http://braingraph.org} for independent validation and further
investigations.",q-bio.NC,q-bio
"Background: The increasing prevalence of food allergies requires development
of specific and sensitive tests capable of identifying the allergen responsible
for the disease. The development of serologic tests that can detect specific
IgE antibodies to allergenic proteins would therefore be highly received.
Results: Here we present two new quantitative immuno-PCR assays for the
sensitive detection of antibodies specific to the shrimp allergen tropomyosin.
Both assays are based on the self-assembling Tus-Ter-lock protein-DNA
conjugation system. Significantly elevated levels of tropomyosin-specific IgE
were detected in sera from patients allergic to shrimp. Conclusions: This is
the first time an allergenic protein has been fused with Tus to enable specific
IgE antibody detection in human sera by quantitative immuno-PCR.",q-bio.BM q-bio.QM,q-bio
"We would like to show how biological grouping, especially in the case of
species formation, is emerged through a nature of interactive populations with
a number theory. First, we are able to define a species as a $p$-Sylow subgroup
of a particular community in a single niche, confirmed by topological analysis.
We named this model the patch with zeta dominance (PzDom) model. Next, the
topological nature of the system is carefully examined. We confirm the
induction of hierarchy and time through a one-dimensional probability space
with certain topologies. For further clarification of induced fractals
including the relation to renormalization, a theoretical development is
proposed based on a newly identified fact, namely that scaling parameters for
magnetization analogs exactly correspond to imaginary parts of the Riemann zeta
function's nontrivial zeros. In our PzDom model, calculations only require
knowledge of the density of individuals over time.",q-bio.PE,q-bio
"Resting state functional connectivity estimates from MRI measures has become
a promising tool to characterize human brain networks. There are, however,
limitations in the method since several sources of errors have been seen to
significantly affect the final estimates. This has lead to a great interest in
the field to do systematic investigations that help determine the most reliable
and robust strategies to perform functional connectivity analysis. In the
present study, we examine the influence of two aspects of data pre- processing
in resting state functional connectivity analysis: the effect of criteria used
to select nodes in the default mode network (DMN) for the computation of
connectivity, and the effect of using or not physiological noise correction.
Three different strategies of region of interest (ROI) selection were compared
to define DMN node coordinates: (1) ROIs centered on atlas-based coordinates,
(2) ROIs based on the result of group independent component analysis, and (3)
ROIs based on the estimated DMN of each individual. The study was done using
data of 15 healthy volunteers, which had resting state data available from a
separate project. We found that both effects, ROI selection criteria for DMN
nodes and physiological noise correction, have significant effects on the
functional connectivity estimates. In particular, our results show that
physiological noise correction introduces small but significant reductions in
functional connectivity, consistent with a reduction of artifactual non-neural
correlations introduced by physiological effects. Further, selecting DMN nodes
based on the single subject ICA results introduced small but significant
increases in functional connectivity, consistent with higher subject
specificity of the node selection.",q-bio.NC,q-bio
"Synchronization across long neural distances is a functionally important
phenomenon. In order to access the mechanistic basis of long-range synchrony,
we constructed an experimental model that enables monitoring of spiking
activities over centimeter scale distances in large random networks of cortical
neutrons. We show that the mode of synchrony over these distances depends upon
a length scale, $\lambda$, which is the minimal path that activity should
travel through before meeting its point of origin ready for reactivation. When
$\lambda$ is experimentally made larger than the physical dimension of the
network, distant neuronal populations operate synchronously, giving rise to
irregularly occurring network-wide events that last hundreds of milliseconds to
couple of seconds. In contrast, when $\lambda$ approaches the dimension of the
network, a continuous self-sustained reentry propagation emerges, a regular
dynamical mode that is marked by precise spatiotemporal patterns (`synfire
chains') that may last many minutes. These results contribute to discussions on
the origin of different modes of neural synchrony in normal and pathological
conditions",q-bio.NC,q-bio
"Early estimates of the transmission potential of emerging and re-emerging
infections are increasingly used to inform public health authorities on the
level of risk posed by outbreaks. Existing methods to estimate the reproduction
number generally assume exponential growth in case incidence in the first few
disease generations, before susceptible depletion sets in. In reality,
outbreaks can display sub-exponential (i.e., polynomial) growth in the first
few disease generations, owing to clustering in contact patterns, spatial
effects, inhomogeneous mixing, reactive behavior changes, or other mechanisms.
Here, we introduce the generalized growth model to characterize the early
growth profile of outbreaks and estimate the effective reproduction number,
with no need for explicit assumptions about the shape of epidemic growth. We
demonstrate this phenomenologic approach using analytical results and
simulations from mechanistic models, and provide validation against a range of
empirical disease datasets. Our results suggest that sub-exponential growth in
the early phase of an epidemic is the rule rather the exception. For empirical
outbreaks, the generalized-growth model consistently outperforms the
exponential model for a variety of directly and indirectly transmitted diseases
datasets with model estimates supporting sub-exponential growth dynamics. The
rapid decline in effective reproduction number predicted by analytical results
and observed in real and synthetic datasets within 3-5 disease generations
contrasts with the expectation of invariant reproduction number in epidemics
obeying exponential growth. Overall, our approach promotes a more reliable and
data-driven characterization of the early epidemic phase, which is important
for accurate estimation of the reproduction number and prediction of disease
impact.",q-bio.QM q-bio.PE,q-bio
"In human studies, how averaged activation in a brain region relates to human
behavior has been extensively investigated. This approach has led to the
finding that positive and negative facial preferences are represented by
different brain regions. However, using a multi-voxel pattern induction method
we found that different patterns of neural activations within the cingulate
cortex (CC) play roles in representing opposite emotional states. In the
present study, while neutrally-preferred faces were presented, activation
patterns in the CC that corresponded to higher (or lower) preference were
repeatedly induced by the pattern induction method. As a result, previously
neutrally-preferred faces became more (or less) preferred. We conclude that a
different activation pattern in the CC, rather than averaged activation in a
different area, represents and causally determines positive or negative facial
preference. This new approach may reveal importance in an activation pattern
within a brain region in many cognitive functions.",q-bio.NC,q-bio
"Quantitative single cell measurements have shown that cell cycle duration
(the time between cell divisions) for diverse cell types is a noisy variable.
The underlying distribution is mean scalable with a universal shape for many
cell types in a variety of environments. Here we show through both experiment
and theory that increasing the amount of noise in the regulation of the cell
cycle negatively impacts the growth rate but positively correlates with
improved cellular response to fluctuating environments. Our findings suggest
that even non-cooperative cells in exponential growth phase do not optimize
fitness through growth rate alone, but also optimize adaptability to changing
conditions. In a manner similar to genetic evolution, increasing the noise in
biochemical processes correlates with improved response of the system to
environmental changes.",q-bio.CB,q-bio
"Protein allostery requires dynamical structural correlations. Physical origin
of which, however, remain elusive despite intensive studies during last two
decades. Based on analysis of molecular dynamics (MD) simulation trajectories
for ten proteins with different sizes and folds, we found that nonlinear
backbone torsional pair (BTP) correlations, which are spatially more
long-ranged and are mainly executed by loop residues, exist extensively in most
analyzed proteins. Examination of torsional motion for correlated BTPs
suggested that aharmonic torsional state transitions are essential for such
non-linear correlations, which correspondingly occur on widely different and
relatively longer time scales. In contrast, BTP correlations between backbone
torsions in stable $\alpha$ helices and $\beta$ strands are mainly linear and
spatially more short-ranged, and are more likely to associate with intra-well
torsional dynamics. Further analysis revealed that the direct cause of
non-linear contributions are heterogeneous, and in extreme cases canceling,
linear correlations associated with different torsional states of participating
torsions. Therefore, torsional state transitions of participating torsions for
a correlated BTP are only necessary but not sufficient condition for
significant non-linear contributions. These findings implicate a general search
strategy for novel allosteric modulation of protein activities. Meanwhile, it
was suggested that ensemble averaged correlation calculation and static contact
network analysis, while insightful, are not sufficient to elucidate mechanisms
underlying allosteric signal transmission in general, dynamical and time scale
resolved analysis are essential.",q-bio.BM,q-bio
"Free energy calculation is critical in predictive tasks such as protein
folding, docking and design. However, rigorous calculation of free energy
change is prohibitively expensive in these practical applications. The minimum
potential energy is therefore widely utilized to approximate free energy. In
this study, based on analysis of extensive molecular dynamics (MD) simulation
trajectories of a few native globular proteins, we found that change of minimum
and corresponding maximum potential energy terms exhibit similar level of
correlation with change of free energy. More importantly, we demonstrated that
change of span (maximum - minimum) of potential energy terms, which engender
negligible additional computational cost, exhibit considerably stronger
correlations with change of free energy than the corresponding change of
minimum and maximum potential energy terms. Therefore, potential energy span
may serve as an alternative efficient approximate free energy proxy.",q-bio.BM,q-bio
"Certain biological reactions, such as receptor-ligand binding at cell-cell
interfaces and macromolecules binding to biopolymers, require many smaller
molecules crowding a reaction site to be cleared. Examples include the T cell
interface, a key player in immunological information processing. Diffusion sets
a limit for such cavitation to occur spontaneously, thereby defining a
timescale below which active mechanisms must take over. We consider $N$
independent diffusing particles in a closed domain, containing a sub-region
with $N_{0}$ particles, on average. We investigate the time until the
sub-region is empty, allowing a subsequent reaction to proceed. The first
passage time is computed using an efficient exact simulation algorithm and an
asymptotic approximation in the limit that cavitation is rare. In this limit,
we find that the mean first passage time is sub-exponential, $T \propto
e^{N_{0}}/N_{0}^2$. For the case of T cell receptors, we find that stochastic
cavitation is exceedingly slow, $10^9$ seconds at physiological densities,
however can be accelerated to occur within 5 second with only a four-fold
dilution.",q-bio.SC,q-bio
"Emergence and maintenance of excitability is often phrased in terms of
arriving at and remaining about a manifold of 'solutions' embedded in a high
dimensional parameter space. Alongside studies that extend traditional focus on
control-based regulation of structural parameters (channel densities), there is
a budding interest in self-organization of kinetic parameters. In this picture,
ionic channels are continually forced by activity in-and-out of a large pool of
states not available for the mechanism of excitability. The process, acting on
expressed structure, provides a bed for generation of a spectrum of
excitability modes. Driven by microscopic fluctuations over a broad range of
temporal scales, self-organization of kinetic parameters extends the metaphors
and tools used in the study of development of excitability.",q-bio.NC,q-bio
"Motivation: LTR retrotransposons are mobile elements that are able, like
retroviruses, to copy and move inside eukaryotic genomes. In the present work,
we propose a branching model for studying the propagation of LTR
retrotransposons in these genomes. This model allows to take into account both
positions and degradations of LTR retrotransposons copies. In our model, the
duplication rate is also allowed to vary with the degradation level.
  Results: Various functions have been implemented in order to simulate their
spread and visualization tools are proposed. Based on these simulation tools,
we show that an accurate estimation of the parameters of this propagation model
can be performed. We applied this method to the study of the spread of the
transposable elements ROO, GYPSY, and DM412 on a chromosome of
\textit{Drosophila melanogaster}.
  Availability: Our proposal has been implemented using Python software. Source
code is freely available on the web at
https://github.com/SergeMOULIN/retrotransposons-spread.",q-bio.CB q-bio.GN,q-bio
"Exploiting pathogen genomes to reconstruct transmission represents a powerful
tool in the fight against infectious disease. However, their interpretation
rests on a number of simplifying assumptions that regularly ignore important
complexities of real data, in particular within-host evolution and non-sampled
patients.
  Here we propose a new approach to transmission inference called SCOTTI
(Structured COalescent Transmission Tree Inference). This method is based on a
statistical framework that models each host as a distinct population, and
transmissions between hosts as migration events. Our computationally efficient
implementation of this model enables the inference of host-to-host transmission
while accommodating within-host evolution and non-sampled hosts. SCOTTI is
distributed as an open source package for the phylogenetic software BEAST2.
  We show that SCOTTI can generally infer transmission events even in the
presence of considerable within-host variation, can account for the uncertainty
associated with the possible presence of non-sampled hosts, and can efficiently
use data from multiple samples of the same host, although there is some
reduction in accuracy when samples are collected very close to the infection
time.
  We illustrate the features of our approach by investigating transmission from
genetic and epidemiological data in a Foot and Mouth Disease Virus (FMDV)
veterinary outbreak in England and a Klebsiella pneumoniae outbreak in a Nepali
neonatal unit. Transmission histories inferred with SCOTTI will be important in
devising effective measures to prevent and halt transmission.",q-bio.PE,q-bio
"Fluctuation analysis is a method which allows measurement of the single
channel current of ion channels even when it is too small to be resolved
directly with the patch clamp technique. This is the case for voltage-gated
Ca2+ channels (VGCCs). They are present in all mammalian central neurons,
controlling presynaptic release of transmitter, postsynaptic signaling and
synaptic integration. The amplitudes of their single channel currents in a
physiological concentration of extracellular Ca2+, however, are small and not
well determined. But measurement of this quantity is essential for estimating
numbers of functional VGCCs in the membrane and the size of channel-associated
Ca2+ signaling domains, and for understanding the stochastic nature of Ca2+
signaling. Here, we recorded the VGCC current in nucleated patches from layer 5
pyramidal neurons in rat neocortex, in physiological external Ca2+ (1-2 mM).
The ensemble-averaging of current responses required for conventional
fluctuation analysis proved impractical because of the rapid rundown of VGCC
currents. We therefore developed a more robust method, using mean current
fitting of individual current responses and band-pass filtering. Furthermore,
voltage ramp stimulation proved useful. We validated the accuracy of the method
by analyzing simulated data. At an external Ca2+ concentration of 1 mM, and a
membrane potential of -20 mV, we found that the average single channel current
amplitude was about 0.04 pA, increasing to 0.065 pA at 2 mM external Ca2+, and
0.12 pA at 5 mM. The relaxation time constant of the fluctuations was in the
range 0.2-0.8 ms. The results are relevant to understanding the stochastic
properties of dendritic Ca2+ spikes in neocortical layer 5 pyramidal neurons.
With the reported method, single channel current amplitude of native VGCCs can
be resolved accurately despite conditions of unstable rundown.",q-bio.NC,q-bio
"Systematic identification of protein function is a key problem in current
biology. Most traditional methods fail to identify functionally equivalent
proteins if they lack similar sequences, structural data or extensive manual
annotations. In this thesis, I focused on feature engineering and machine
learning methods for identifying diverse classes of proteins that share
functional relatedness but little sequence or structural similarity, notably,
Neuropeptide Precursors (NPPs).
  I aim to identify functional protein classes solely using unannotated protein
primary sequences from any organism. This thesis focuses on feature
representations of whole protein sequences, sequence derived engineered
features, their extraction, frameworks for their usage by machine learning (ML)
models, and the application of ML models to biological tasks, focusing on high
level protein functions. I implemented the ideas of feature engineering to
develop a platform (called NeuroPID) that extracts meaningful features for
classification of overlooked NPPs. The platform allows mass discovery of new
NPs and NPPs. It was expanded as a webserver.
  I expanded our approach towards other challenging protein classes. This is
implemented as a novel bioinformatics toolkit called ProFET (Protein Feature
Engineering Toolkit). ProFET extracts hundreds of biophysical and sequence
derived attributes, allowing the application of machine learning methods to
proteins. ProFET was applied on many protein benchmark datasets with state of
the art performance. The success of ProFET applies to a wide range of
high-level functions such as metagenomic analysis, subcellular localization,
structure and unique functional properties (e.g. thermophiles, nucleic acid
binding).
  These methods and frameworks represent a valuable resource for using ML and
data science methods on proteins.",q-bio.GN,q-bio
"A new stimulation paradigm is presented for the stimulation of nerve cells by
extracellular electric currents. In the new paradigm stimulation is achieved
with the current spike induced by a voltage step whenever the voltage step is
applied to a live biological tissue. By experimental evidence and theoretical
arguments, it is shown that this spike is well suited for the stimulation of
nerve cells. Stimulation of the human tongue is used for proof of principle.
Charge injection thresholds are measured for various voltages. The time-profile
of the current spike used in the experiment has a half-width of about 1
microsecond. The decay of the spike is non-exponential. The spike has at least
three distinctly different phases. A Maxwell phase is followed by a
charge-rearrangement phase. Charging of cell membranes is completed in a third
phase. All three phases contribute to depolarization or hyperpolarization of
cell membranes. Due to the short duration of the spike the charge transfer is
very small. The activation time (time of no return) of nerve cell membranes
leading to an action potential is measured and found to be unexpectedly short.
It can become as short as 3 microseconds for a voltage step of 10 V or higher.",q-bio.OT,q-bio
"Empirical studies show that preference for prevention versus treatment
remains a subject of debate. We build a paradigm model combining a utility game
for the individual-level dilemma of prevention versus treatment, and a
compartmental model for the epidemic dynamic. We assume that individuals arrive
to maximize the utility of voluntary prevention, as the epidemic reaches an
endemic level alleviated by prevention and treatment. We thus obtain an
expression for the asymptotic prevention coverage. Notably, we obtain that, if
the relative cost of prevention versus treatment is sufficiently low, epidemics
may be averted through the use of prevention alone.",q-bio.PE,q-bio
"We define data analyses to monitor a change in R, the average number of
secondary cases caused by a typical infected individual. The input dataset
consists of incident cases partitioned into outbreaks, each initiated from a
single index case. We split of the input dataset into two successive subsets,
to evaluate two successive R values, according to the Bayesian paradigm. We
used the Bayes factor between the model with two different R values and that
with a single R value to justify that the change in R is statistically
significant. We validated our approach using simulated data, generated using
known R. In particular, we found that claiming two distinct R values may depend
significantly on the number of outbreaks. We then reanalyzed data previously
studied by Jansen et al. [Jansen et al. Science 301 (5634), 804], concerning
the effective reproduction number for measles in the UK, during 1995-2002. Our
analyses showed that the 1995-2002 dataset should be divided into two separate
subsets for the periods 1995-1998 and 1999-2002. In contrast, Jansen et al.
take this splitting point as input of their analysis. Our estimated effective
reproduction numbers R are in good agreement with those found by Jansen et al.
In conclusion, our methodology for detecting temporal changes in R using
outbreak-size data worked satisfactorily with both simulated and real-world
data. The methodology may be used for updating R in real time, as surveillance
outbreak data become available.",q-bio.PE,q-bio
"We propose a series of methods and models in order to explore the Global
Burden of Disease Study and the provided healthy life expectancy HALE estimates
from the World Health Organization WHO based on the mortality mx of a
population provided in a classical life table and a mortality diagram. Our
estimates are compared with the HALE estimates for the World territories and
the WHO regions along with providing comparative results with to findings of
Chang, Molla, Truman et al. (2015) on the Differences in healthy life
expectancy for the US population by sex, race or ethnicity and geographic
region in 2008 and from Yong and Saito (2009) regarding Trends in healthy life
expectancy in Japan. From the mortality point of view we have developed a
simple model for the estimation of a characteristic parameter b related to the
healthy life years lost to disability and providing full application details
along with characteristic parameter selection and stability of the
coefficients. We also provide a direct estimation method of the parameter b
from the life tables. We straighten the importance of our methodology by
proposing and applying estimates of the parameter b by using the Gompertz and
the Weibull models. From the Health State point of view we summarize the main
points of the first exit time theory to life table data and present the basic
models starting from the first related model published by Janssen and Skiadas
(1995). Even more we develop the simpler 2-parameter health state model and an
extension of a model expressing the infant mortality to a 4-parameter model
which is the simpler model providing very good fitting on the logarithm of the
force of mortality. More important is the use of the Health State Function and
the relative impact on mortality to find an estimate for the healthy life years
lost to disability.",q-bio.PE,q-bio
"The hypothalamic-pituitary-adrenal (HPA) axis is a neuroendocrine system that
regulates numerous physiological processes. Disruptions in the activity of the
HPA axis are correlated with many stress-related diseases such as
post-traumatic stress disorder (PTSD) and major depressive disorder. In this
paper, we characterize ""normal"" and ""diseased"" states of the HPA axis as basins
of attraction of a dynamical system describing the inhibition of peptide
hormones such as corticotropin-releasing hormone (CRH) and adrenocorticotropic
hormone (ACTH) by circulating glucocorticoids such as cortisol (CORT). In
addition to including key physiological features such as ultradian oscillations
in cortisol levels and self-upregulation of CRH neuron activity, our model
distinguishes the relatively slow process of cortisol-mediated CRH biosynthesis
from rapid trans-synaptic effects that regulate the CRH secretion process.
Crucially, we find that the slow regulation mechanism mediates external
stress-driven transitions between the stable states in novel, intensity,
duration, and timing-dependent ways. These results indicate that the timing of
traumatic events may be an important factor in determining if and how patients
will exhibit hallmarks of stress disorders. Our model also suggests a mechanism
whereby exposure therapy of stress disorders such as PTSD may act to normalize
downstream dysregulation of the HPA axis.",q-bio.NC q-bio.TO,q-bio
"Neuroscientists formulate very different hypotheses about the nature of
neural code. At one extreme, it has been argued that neurons encode information
in relatively slow changes of individual spikes arriving ""rates codes"" and the
irregularity in the spike trains reflects noise in the system, while in the
other extreme this irregularity is the temporal codes thus the precise timing
of every spike carries additional information about the input. It is known that
in the estimation of Shannon information the patterns and temporal structures
are taken into account, while the rate code is determined by firing rate. We
compare these types of codes for binary Information Sources which model encoded
spike-trains. Assuming that the information transmitted by a neuron is governed
by uncorrelated stochastic process or by process with a memory we compare the
information transmission rates carried by such spike-trains with their firing
rates. We showed that the crucial role in the relation between information and
firing rates is played by a quantity which we call ""jumping"" parameter. It
corresponds to the probabilities of transitions from no-spike-state to the
spike-state and vice versa. For low values of jumping parameter the quotient of
information and firing rates is monotonically decreasing function of firing
rate, thus there is straightforward, one-to-one, relation between temporal and
rate codes. On the contrary, it turns out that for large enough jumping
parameter this quotient is non-monotonic function of firing rate and it
exhibits a global maximum, in this case optimal firing rate exists. Moreover,
there is no one-to-one relation between information and firing rates, so the
temporal and rate codes differ qualitatively. This leads to the observation
that the behavior of the quotient of information and firing rates for large
jumping parameter is important in the context of bursting phenomena.",q-bio.NC,q-bio
"Sequences of neuronal activation have long been implicated in a variety of
brain functions. In particular, these sequences have been tied to memory
formation and spatial navigation in the hippocampus, a region of mammalian
brains. Traditionally, neuronal sequences have been interpreted as noisy
manifestations of neuronal templates (i.e., orderings), ignoring much richer
structure contained in the sequences. This paper introduces a new tool for
understanding neuronal sequences: the bias matrix. The bias matrix captures the
probabilistic tendency of each neuron to fire before or after each other
neuron. Despite considering only pairs of neurons, the bias matrix captures the
best total ordering of neurons for a sequence (Proposition 3.3) and, thus,
generalizes the concept of a neuronal template.
  We establish basic mathematical properties of bias matrices, in particular
describing the fundamental polytope in which all biases reside (Theorem 3.25).
We show how the underlying simple digraph of a bias matrix, which we term the
bias network, serves as a combinatorial generalization of neuronal templates.
Surprisingly, every simple digraph is realizable as the bias network of some
sequence (Theorem 3.34). The bias-matrix representation leads us to a natural
method for sequence correlation, which then leads to a probabilistic framework
for determining the similarity of one set of sequences to another. Using data
from rat hippocampus, we describe events of interest and also
sequence-detection techniques. Finally, the bias matrix and the similarity
measure are applied to this real-world data using code developed by us.",q-bio.NC,q-bio
"Studies using real-time functional magnetic resonance imaging (rt-fMRI) have
recently incorporated the decoding approach, allowing for fMRI to be used as a
tool for manipulation of fine-grained neural activity. Because of the
tremendous potential for clinical applications, certain questions regarding
decoded neurofeedback (DecNef) must be addressed. Neurofeedback effects can
last for months, but the short- to mid-term dynamics are not known.
Specifically, can the same subjects learn to induce neural patterns in two
opposite directions in different sessions? This leads to a further question,
whether learning to reverse a neural pattern may be less effective after
training to induce it in a previous session. Here we employed a
within-subjects' design, with subjects undergoing DecNef training sequentially
in opposite directions (up or down regulation of confidence judgements in a
perceptual task), with the order counterbalanced across subjects. Behavioral
results indicated that the manipulation was strongly influenced by the order
and direction of neurofeedback. We therefore applied nonlinear mathematical
modeling to parametrize four main consequences of DecNef: main effect of change
in behavior, strength of down-regulation effect relative to up-regulation,
maintenance of learning over sessions, and anterograde learning interference.
Modeling results revealed that DecNef successfully induced bidirectional
behavioral changes in different sessions. Furthermore, up-regulation was more
sizable, and the effect was largely preserved even after an interval of
one-week. Lastly, the second week effect was diminished as compared to the
first week effect, indicating strong anterograde learning interference. These
results suggest reinforcement learning characteristics of DecNef, and provide
important constraints on its application to basic neuroscience, occupational
and sports trainings, and therapies.",q-bio.NC,q-bio
"Numerical plant models can predict the outcome of plant traits modifications
resulting from genetic variations, on plant performance, by simulating
physiological processes and their interaction with the environment.
Optimization methods complement those models to design ideotypes, i.e. ideal
values of a set of plant traits resulting in optimal adaptation for given
combinations of environment and management, mainly through the maximization of
a performance criteria (e.g. yield, light interception). As use of simulation
models gains momentum in plant breeding, numerical experiments must be
carefully engineered to provide accurate and attainable results, rooting them
in biological reality. Here, we propose a multi-objective optimization
formulation that includes a metric of performance, returned by the numerical
model, and a metric of feasibility, accounting for correlations between traits
based on field observations. We applied this approach to two contrasting
models: a process-based crop model of sunflower and a functional-structural
plant model of apple trees. In both cases, the method successfully
characterized key plant traits and identified a continuum of optimal solutions,
ranging from the most feasible to the most efficient. The present study thus
provides successful proof of concept for this enhanced modeling approach, which
identified paths for desirable trait modification, including direction and
intensity.",q-bio.QM q-bio.PE,q-bio
"Numerous processes across both the physical and biological sciences are
driven by diffusion. Partial differential equations (PDEs) are a popular tool
for modelling such phenomena deterministically, but it is often necessary to
use stochastic models to accurately capture the behaviour of a system,
especially when the number of diffusing particles is low. The stochastic models
we consider in this paper are `compartment-based': the domain is discretized
into compartments, and particles can jump between these compartments.
Volume-excluding effects (crowding) can be incorporated by blocking movement
with some probability.
  Recent work has established the connection between fine-grained models and
coarse-grained models incorporating volume exclusion, but only for uniform
lattices. In this paper we consider non-uniform, hybrid lattices that
incorporate both fine- and coarse-grained regions, and present two different
approaches to describing the interface of the regions. We test both techniques
in a range of scenarios to establish their accuracy, benchmarking against
fine-grained models, and show that the hybrid models developed in this paper
can be significantly faster to simulate than the fine-grained models in certain
situations, and are at least as fast otherwise.",q-bio.QM,q-bio
"Over the last several decades it has been increasingly recognized that
stochastic processes play a central role in transcription. Though many
stochastic effects have been explained, the source of transcriptional bursting
(one of the most well-known sources of stochasticity) has continued to evade
understanding. Recent results have pointed to mechanical feedback as the source
of transcriptional bursting but a reconciliation of this perspective with
preexisting views of transcriptional regulation is lacking. In this letter we
present a simple phenomenological model which is able to incorporate the
traditional view of gene expression within a framework with mechanical limits
to transcription. Our model explains the emergence of universal properties of
gene expression, wherein the lower limit of intrinsic noise necessarily rises
with mean expression level.",q-bio.SC,q-bio
"We consider the Combinatorial RNA Design problem, a minimal instance of RNA
design where one must produce an RNA sequence that adopts a given secondary
structure as its minimal free-energy structure. We consider two free-energy
models where the contributions of base pairs are additive and independent: the
purely combinatorial Watson-Crick model, which only allows equally-contributing
A -- U and C -- G base pairs, and the real-valued Nussinov-Jacobson model,
which associates arbitrary energies to A -- U, C -- G and G -- U base pairs. We
first provide a complete characterization of designable structures using
restricted alphabets and, in the four-letter alphabet, provide a complete
characterization for designable structures without unpaired bases. When
unpaired bases are allowed, we characterize extensive classes of
(non-)designable structures, and prove the closure of the set of designable
structures under the stutter operation. Membership of a given structure to any
of the classes can be tested in $\Theta$(n) time, including the generation of a
solution sequence for positive instances. Finally, we consider a
structure-approximating relaxation of the design, and provide a $\Theta$(n)
algorithm which, given a structure S that avoids two trivially non-designable
motifs, transforms S into a designable structure constructively by adding at
most one base-pair to each of its stems.",q-bio.QM q-bio.BM,q-bio
"Tick-Borne diseases can be transmitted via non-systemic (NS) transmission.
This occurs when tick gets the infection by co-feeding with infected ticks on
the same host resulting in a direct pathogen transmission between the vectors,
without infecting the host. This transmission is peculiar, as it does not
require any systemic infection of the host. The NS transmission is the main
efficient transmission for the persistence of the Tick-Borne Encephalitis virus
in nature. By describing the heterogeneous ticks aggregation on hosts through a
\hyphenation{dynamical} bipartite graphs representation, we are able to
mathematically define the NS transmission and to depict the epidemiological
conditions for the pathogen persistence. Despite the fact that the underlying
network is largely fragmented, analytical and computational results show that
the larger is the variability of the aggregation, and the easier is for the
pathogen to persist in the population.",q-bio.PE,q-bio
"Resting-state functional MRI (rs-fMRI) is widely used to noninvasively study
human brain networks. Network functional connectivity is often estimated by
calculating the timeseries correlation between blood-oxygen-level dependent
(BOLD) signal from different regions of interest. However, standard correlation
cannot characterize the direction of information flow between regions. In this
paper, we introduce and test a new concept, prediction correlation, to estimate
effective connectivity in functional brain networks from rs-fMRI. In this
approach, the correlation between two BOLD signals is replaced by a correlation
between one BOLD signal and a prediction of this signal via a causal system
driven by another BOLD signal. Three validations are described: (1) Prediction
correlation performed well on simulated data where the ground truth was known,
and outperformed four other methods. (2) On simulated data designed to display
the ""common driver"" problem, prediction correlation did not introduce false
connections between non-interacting driven ROIs. (3) On experimental data,
prediction correlation recovered the previously identified network organization
of human brain. Prediction correlation scales well to work with hundreds of
ROIs, enabling it to assess whole brain interregional connectivity at the
single subject level. These results provide an initial validation that
prediction correlation can capture the direction of information flow and
estimate the duration of extended temporal delays in information flow between
regions of interest based on BOLD signal. This approach not only maintains the
high sensitivity to network connectivity provided by the correlation analysis,
but also performs well in the estimation of causal information flow in the
brain.",q-bio.QM,q-bio
