text,category,macro
"Withdrawn by arXiv administration because authors have forged affiliations
and acknowledgements, and have not adequately responded to charges
[hep-th/9912039] of unattributed use of verbatim material.",hep-ph,physics
"We present a computational investigation of thin viscoelastic films and drops
on a solid substrate subject to the van der Waals interaction force, in two
spatial dimensions. The governing equations are obtained within a long-wave
approximation of the Navier-Stokes equations with Jeffreys model for
viscoelastic stresses. We investigate the effects of viscoelasticity, Newtonian
viscosity, and the substrate slippage on the dynamics of thin viscoelastic
films. We also study the effects of viscoelasticity on drops that spread or
recede on a prewetted substrate. For dewetting films, the numerical results
show the presence of multiple secondary droplets for higher values of
elasticity, consistently with experimental findings. For drops, we find that
elastic effects lead to deviations from the Cox-Voinov law for partially
wetting fluids. In general, elastic effects enhance spreading, and suppress
retraction, compared to Newtonian ones.",physics.flu-dyn,physics
"The low energy electronic structure of LaFeAsO1-xHx (0.0 < x < 0.60), the
system which exhibits two superconducting domes in its phase diagram, is
investigated by utilizing the laser photoemission spectroscopy. From the
precise temperature-dependent measurement of the spectra near the Fermi level,
we find the suppression of the density of states with cooling, namely the
pseudogap formation, for all doping range. The pseudogap in the low x range
(i.e. the first superconducting dome regime) gets suppressed with increasing x,
more or less similarly to the previous results in F-doped LaFeAsO system. On
the other hand, the pseudogap behavior in the second superconducting dome
regime at high-x becomes stronger with increasing the H-doping level. The
systematic doping dependence shows that the pseudogap is enhanced toward the
both ends of the phase diagram where the different types of antiferromagnetic
order exist.",cond-mat.supr-con cond-mat.mtrl-sci,physics
"Hybrid stars with a quark phase described by the Nambu$-$Jona-Lasinio model
are studied. The hadron-quark model used to determine the stellar matter
equation of state favors the appearance of quark matter: the coincidence of the
deconfinement and chiral transitions and a low vacuum constituent quark mass.
These two properties are essential to build equations of state that predict
pure quark matter in the center of neutron stars. The effect of
vector-isoscalar and vector-isovector terms is discussed, and it is shown that
the vector-isoscalar terms are necessary to describe 2$M_\odot$ hybrid stars,
and the vector-isovector terms result in larger quark cores and a smaller
deconfinement density.",nucl-th hep-ph,physics
"The essential feature of weak measurements on quantum systems is the
reduction of measurement back-action to negligible levels. To observe the
non-classical features of weak measurements, it is therefore more important to
avoid additional back-action errors than it is to avoid errors in the actual
measurement outcome. In this paper, it is shown how an optical weak measurement
of diagonal (PM) polarization can be realized by path interference between the
horizontal (H) and vertical (V) polarization components of the input beam. The
measurement strength can then be controlled by rotating the H and V
polarizations towards each other. This well-controlled operation effectively
generates the back-action without additional decoherence, while the visibility
of the interference between the two beams only limits the measurement
resolution. As the experimental results confirm, we can obtain extremely high
weak values, even at rather low visibilities. Our method therefore provides a
realization of weak measurements that is extremely robust against experimental
imperfections.",quant-ph,physics
"Development of new greenhouse gas scavengers is actively pursued nowadays.
Volatility caused solvent consumption and significant regeneration costs
associated with the aqueous amine solutions motivate search for more
technologically and economically advanced solutions. We hereby used hybrid
density functional theory to characterize thermodynamics, structure, electronic
and solvation properties of amino and carboxamido functionalized C60 fullerene.
C60 is non-volatile and supports a large density of amino groups on its
surface. Attachment of polar groups to fullerene C60 adjusts its dipole moment
and band gap quite substantially, ultimately resulting in systematically better
hydration thermodynamics. Reaction of polyaminofullerenes with CO2 is favored
enthalpically, but prohibited entropically at standard conditions. Free energy
of the CO2 capture by polyaminofullerenes is non-sensitive to the number of
amino groups per fullerene. This result fosters consideration of
polyaminofullerenes for CO2 fixation.",cond-mat.mtrl-sci,physics
"We study a renormalizable model of Dirac fermion dark matter (DM) that
communicates with the Standard Model (SM) through a pair of mediators -- one
scalar, one fermion -- in the representation $(\boldsymbol{6},\boldsymbol{1},
\tfrac{4}{3})$ of the SM gauge group $\text{SU}(3)_{\text{c}} \times
\text{SU}(2)_{\text{L}} \times \text{U}(1)_Y$. While such assignments preclude
direct coupling of the dark matter to the Standard Model at tree level, we
examine the many effective operators generated at one-loop order when the
mediators are heavy, and find that they are often phenomenologically relevant.
We reinterpret dijet and pair-produced resonance and $\text{jets} +
E_{\text{T}}^{\text{miss}}$ searches at the Large Hadron Collider (LHC) in
order to constrain the mediator sector, and we examine an array of DM
constraints ranging from the observed relic density $\Omega_{\chi}
h^2_{\text{Planck}}$ to indirect and direct searches for dark matter.
Tree-level annihilation, available for DM masses starting at the TeV scale, is
required in order to produce $\Omega_{\chi} h^2_{\text{Planck}}$ through
freeze-out, but loops -- led by the dimension-five DM magnetic dipole moment --
are nonetheless able to produce signals large enough to be constrained,
particularly by the XENON1T experiment. In some benchmarks, we find a fair
amount of parameter space left open by experiment and compatible with
freeze-out. In other scenarios, however, the open space is quite small,
suggesting a need for further model-building and/or non-standard cosmologies.",hep-ph astro-ph.CO,physics
"We investigate a non-locality of Moss-Okninski transformation (MOT) used to
separate positive and negative energy states in the 3+1 Dirac equation for
relativistic electrons in the presence of a magnetic field. Properties of
functional kernels generated by the MOT are analyzed and kernel non-localities
are characterized by calculating their second moments parallel and
perpendicular to the magnetic field. Transformed functions are described and
investigated by computing their variances. It is shown that the non-locality of
the energy-separating transformation in the direction parallel to the magnetic
field is characterized by the Compton wavelength $\lambda_c=\hbar/mc$. In the
plane transverse to magnetic field the non-locality depends both on magnetic
radius $L=(\hbar/eB)^{1/2}$ and $\lambda_c$. The non-locality of MO
transformation for the 2+1 Dirac equation is also considered.",quant-ph,physics
"In this work we present the design of a new test geometry inspired by the
Tapered Double Cantilever Beam (TDCB) specimen that is shown to provide an
improved characterization of the fracture properties of brittle solids. First,
we show that our new design results in an exponential increase of the specimen
compliance with crack length, leading to an extremely stable crack growth
during the test. We determine an analytical description of this behavior, which
provides a simple procedure to extract the fracture energy without depending on
finite element calculations. Validation tests are done on
polymethylmethacrylate (PMMA) specimens. We use both finite element simulations
and our analytical model to interpret the data. We find a very good agreement
between the toughness determined by both methods. The stable nature of crack
growth in our improved TDCB specimens results in a precise control of the crack
speed. This feature is employed to go one step further and characterize the
variations of toughness with crack speed. We propose an original optimization
procedure for the determination of the material parameters characterizing the
kinetic law describing the toughness rate dependency. Overall, the approach
proposed together with the newly designed test geometry offer unprecedented
possibilities for the full and accurate characterization of the fracture
behavior of brittle materials such as rocks, sandstone, mortar etc.",cond-mat.mtrl-sci,physics
"The one-loop tension of the domain wall in the 3+1 dimensional $\phi^4$ double-well model was derived long ago using dimensional regularization. The methods used can only be applied to solitons depending on a single dimension. In the past few months, domain wall tensions have been recalculated using spectral methods with Born subtractions and also linearized soliton perturbation theory, both of which may be generalized to arbitrary solitons. It has been shown that the former agrees with the results of Rebhan et al. In the present work, we argue that, if the same renormalization scheme is chosen, both new results agree.",hep-th,physics
"Reconstructing hadronically decaying top quarks is a key challenge at the
LHC, affecting a long list of Higgs analyses and new physics searches. We
propose a new method of collecting jets in buckets, corresponding to top quarks
and initial state radiation. This method is particularly well suited for
moderate transverse momenta of the top quark, closing the gap between top
taggers and traditional top reconstruction. Applying it to searches for
supersymmetric top squarks we illustrate the power of buckets.",hep-ph,physics
"We study the impact of fission on the production and destruction of translead
nuclei during the r-process nucleosynthesis occurring in neutron-star mergers.
Abundance patterns and rates of nuclear energy production are obtained for
different ejecta conditions using three sets of stellar reaction rates, one of
which is based on microscopic and consistent calculations of nuclear masses,
fission barriers, and collective inertias. We show that the accumulation of
fissioning material during the r process can strongly affect the free neutron
abundance after the r-process freeze-out. This leads to a significant impact on
the abundances of heavy nuclei that undergo $\alpha$ decay or spontaneous
fission, affecting the radioactive energy production by the ejecta at
timescales relevant for kilonova emission.",nucl-th astro-ph.HE,physics
"The cross section for production of Z bosons with two associated b-jets, and
Z decaying to leptons, can be measured at the LHC with about 100 pb-1 of data.
We use simulated data to study possible strategies for an early measurement of
this process with the CMS detector. The rate and kinematic properties of this
final state needs to be well understood because it constitutes a large fraction
of the total backgrounds to several of the Higgs discovery channels at the LHC.",hep-ex,physics
"Quantum algorithm, as compared to classical algorithm, plays a notable role
in solving linear systems of equations with an exponential speedup. Here, we
demonstrate a method for solving a particular system of equations by using the
concept of well-known Grover's quantum search algorithm. The algorithm finds
the solution by rotating the initial state vector in the Hilbert space to get
the target solution state. It mainly involves finding particular matrices that
solve the set of equations and constructing corresponding quantum circuits
using the basic quantum gates. We explicitly illustrate the whole process by
taking 48 different set of equations and solving them by using the concept of
Grover's algorithm. We propose new quantum circuits for each set of equations
and design those on the IBM quantum simulator. We run the quantum circuit for
one set of equations and obtain the desired results, and hence verify the
working of the algorithm.",quant-ph,physics
"An infinite number of distinct $d=1$ matrix models reproduce the perturbation
theory of $d=2$ string theory. Due to constraints of causality, however, we
argue that none of the existing constructions gives a consistent
nonperturbative definition of the $d=2$ string.",hep-th,physics
"We investigate the magnetic response in the quantum spin Hall phase of the
layered Kane-Mele model with Hubbard interaction, and argue a condition to
obtain the Meissner effect. The effect of Rashba spin orbit coupling is also
discussed.",cond-mat.mes-hall cond-mat.str-el cond-mat.supr-con,physics
"A zero initial velocity of the axion field is assumed in the conventional
misalignment mechanism. We propose an alternative scenario where the initial
velocity is nonzero, which may arise from an explicit breaking of the PQ
symmetry in the early Universe. We demonstrate that, depending on the specifics
about the initial velocity and the time order of the PQ symmetry breaking vs.
inflation, this new scenario can alter the conventional prediction for the
axion relic abundance in different, potentially significant ways. As a result,
new viable parameter regions for axion dark matter may open up.",hep-ph astro-ph.CO,physics
"Despite there being an infinite variety of types of flow, most rheological
studies focus on a single type such as simple shear. Using discrete element
simulations, we explore bulk granular systems in a wide range of flow types at
large strains and characterize invariants of the stress tensor for different
inertial numbers and interparticle friction coefficients. We identify a strong
dependence on the type of flow which grows with increasing inertial number or
friction. Standard models of yielding, repurposed to describe the dependence of
the stress on flow type in steady-state flow and at finite rates, are compared
with data.",cond-mat.soft,physics
"An important component of EPICS (Experimental Physics and Industrial Control
System) is iocCore, which is the core software in the IOC (input/output
controller) front-end processors. At ICALEPCS 1999 a paper was presented
describing plans to port iocCore to multiple operating systems. At that time
iocCore only supported vxWorks, but now it also supports RTEMS, Solaris, Linux,
and WinNT. This paper describes some key features of how iocCore supports
multiple operating systems.",physics.ins-det,physics
"The formation and evolution of galaxies is highly dependent on the dynamics
of stars and gas, which is governed by the underlying law of gravity. To
investigate how the formation and evolution of galaxies takes place in
Milgromian gravity (MOND), we present full hydrodynamical simulations with the
Phantom of Ramses (POR) code. These are the first-ever galaxy formation
simulations done in MOND with detailed hydrodynamics, including star formation,
stellar feedback, radiative transfer and supernovae. These models start from
simplified initial conditions, in the form of isolated, rotating gas spheres in
the early Universe. These collapse and form late-type galaxies obeying several
scaling relations, which was not a priori expected. The formed galaxies have a
compact bulge and a disk with exponentially decreasing surface mass density
profiles and scale lengths consistent with observed galaxies, and vertical
stellar mass distributions with distinct exponential profiles (thin and thick
disk). This work thus shows for the first time that disk galaxies with
exponential profiles in both gas and stars are a generic outcome of collapsing
gas clouds in MOND. These models have a slight lack of stellar angular momentum
because of their somewhat compact stellar bulge, which is connected to the
simple initial conditions and the negligible later gas accretion. We also
analyse how the addition of more complex baryonic physics changes the main
resulting properties of the models and find this to be negligibly so in the
Milgromian framework.",astro-ph.GA,physics
"We discovered major brightenings of the symbiotic variable AS 289 in 1984 and
1995. During the outburst phase in 1996, we detected a temporary drop of the
brightness. We consider that an eclipse is responsible for the fading episode
of AS 289 during outburst, as in FG Ser or V1413 Aql. The profile of light
curve suggests the eclipse may be grazing total, while the brightness at
minimum is considerably brighter than the pre-outburst level, implying that a
certain fraction of the outbursting source remain uneclipsed.",astro-ph,physics
"We study the suitability of correlator product states for describing
ground-state properties of two-dimensional spin models. Our ansatz for the
many-body wave function takes the form of either plaquette or bond correlator
product states and the energy is optimized by varying the correlators using
Monte Carlo minimization. For the Ising model we find that plaquette
correlators are best for estimating the energy while bond correlators capture
the expected long-range correlations and critical behavior of the system more
faithfully. For the antiferromagnetic Heisenberg model, however, plaquettes
outperform bond correlators at describing both local and long-range
correlations because of the substantially larger number of local parameters
they contain. These observations have quantitative implications for the
application of correlator product states to other more complex systems, and
give important heuristic insights: in particular the necessity of carefully
tailoring the choice of correlators to the system considered, its interactions
and symmetries.",cond-mat.str-el,physics
"We study one of the simplest covariant modified-gravity models based on the
Dvali-Gabadadze-Porrati (DGP) brane cosmology, a self-accelerating universe. In
this model gravitational leakage into extra dimensions is responsible of
late-time acceleration. We mainly focus on the effects of the model parameters
on the geometry and the age of universe. Also we investigate the evolution of
matter density perturbations in the modified gravity model, and obtain an
analytical expression for the growth index, $f$. We show that increasing
$\Omega_{r_c}$ leads to less growth of the density contrast $\delta$, and also
decreases the growth index. We give a fitting formula for the growth index at
the present time and indicate that dominant term in this expression verifies
the well-known approximation relation $f\simeq \Omega_m^{\gamma}$. As the
observational test, the new Supernova Type Ia (SNIa) Gold sample and Supernova
Legacy Survey (SNLS) data, size of baryonic acoustic peak from Sloan Digital
Sky Survey (SDSS), the position of the acoustic peak from the CMB observations
and the Cluster Baryon Gas Mass Fraction (gas) are used to constrain the
parameters of the DGP model. We also combine previous results with large scale
structure formation (LSS) from the 2dFGRS survey. Finally to check the
consistency of the DGP model, we compare the age of old cosmological objects
with age of universe in this model.",astro-ph,physics
"We investigate models involving a vector-like quark X, which forms a 750 GeV
bound state and reproduces the observed diphoton signals at the LHC, in
connection with other excesses in the LHC data. An exotic hypercharge of -4/3
is required to fit the signal cross section, which indicates that there is
additional particle(s) that mediates the decay of X in the full theory. We find
that, introducing an SU(2) doublet vector-like quark of mass around 600 GeV in
our UV-complete framework can accommodate not only the diphoton but also the
on-Z excess (and potentially a slight excess in the monojet events). Our models
also include a dark matter candidate. The most useful way to probe the models
at the LHC is via monojet searches. The relic dark matter density is largely
determined by coannihilation effects, and indirect detection of dark matter
annihilation signals is the alternative and complementary probe of our models.",hep-ph astro-ph.CO hep-ex,physics
"We present a combined experimental and theoretical study of the evolution of
the low-temperature Fermi surface of lead telluride, PbTe, when holes are
introduced through sodium substitution on the lead site. Our Shubnikov-de-Haas
measurements for samples with carrier concentrations up to
$9.4\times10^{19}$cm$^{-3}$ (0.62 Na atomic $\%$) show the qualitative features
of the Fermi surface evolution (topology and effective mass) predicted by our
density functional (DFT) calculations within the generalized gradient
approximation (GGA): we obtain perfect ellipsoidal L-pockets at low and
intermediate carrier concentrations, evolution away from ideal ellipsoidicity
for the highest doping studied, and cyclotron effective masses increasing
monotonically with doping level, implying deviations from perfect parabolicity
throughout the whole band. Our measurements show, however, that standard DFT
calculations underestimate the energy difference between the L-point and
$\Sigma$-line valence band maxima, since our data are consistent with
occupation of a single Fermi surface pocket over the entire doping range
studied, whereas the calculations predict an occupation of the $\Sigma$-pockets
at higher doping. Our results for low and intermediate compositions are
consistent with a non-parabolic Kane-model dispersion, in which the L-pockets
are ellipsoids of fixed anisotropy throughout the band, but the effective
masses depend strongly on Fermi energy.",cond-mat.mtrl-sci,physics
"Conventionally while we talk about geometry associated with a simple harmonic
oscillator, we draw a circle with a radius equal to the amplitude of Oscillator
and imagine a particle moving along the perimeter with a frequency same as that
of Oscillator and then the x coordinate of the position of the particle gives
the value of the displacement of the Oscillator. Here we discuss another kind
of diagram (polar plot) depicting dynamics of Oscillator and come up with a
solution to boundary and initial value problem geometrically.",physics.class-ph,physics
"Turbulent flows over dense canopies of rigid filaments of small size are
investigated for different element heights and spacings using DNS. The flow can
be decomposed into the element-coherent, dispersive flow, the
Kelvin--Helmholtz-like rollers typically reported over dense canopies, and the
background, incoherent turbulence. The canopies studied have spacings $s^+ =
3$--$50$, which essentially preclude the background turbulence from penetrating
within. The dispersive velocity fluctuations are also mainly determined by the
spacing, and are small deep within the canopy, where the footprint of the
Kelvin--Helmholtz-like rollers dominates. Their typical streamwise wavelength
is determined by the mixing length, which is essentially the sum of its height
above and below the canopy tips. For the present dense canopies, the former
remains roughly the same in wall-units, and the latter, which scales with the
drag length, depends linearly on the spacing. This is the result of the drag
being essentially viscous and governed by the planar layout of the canopy. In
shallow canopies, the proximity of the canopy floor inhibits the formation of
Kelvin--Helmholtz-like rollers, with essentially no signature for
height-to-spacing ratios $h/s \approx 1$, and no further inhibition beyond $h/s
\approx 6$. Very small spacings also inhibit the rollers, due to their
obstruction by the canopy elements. The obstruction decreases with increasing
spacing and the signature of the instability intensifies, even if for canopies
sparser than those studied here the instability eventually breaks down. Simple
models based on linear stability can capture some of the above effects.",physics.flu-dyn,physics
"In this report, we discuss possibilities to detect a signal at the target
from the quantum illumination protocol, that could serve as a quantum radar. We
assume a simple universal detecting schema on the target and study if it is
possible to discover the quantum illumination measurement and in what
conditions considering the microwave regime. Assuming many simplifications, we
found that the possibility or the advantage of the detection of the quantum
illumination measurement strongly depends on the realization of the quantum
illumination protocol.",quant-ph,physics
"We examine the Sommerfeld enhancement effect for the puffy self-interacting
dark matter. We find out two new parameters to classify the self-scattering
cross section into the Born, the resonance and the classical regimes for the
puffy dark matter. Then we observe that the resonance peaks for the puffy dark
matter self-scattering and for the Sommerfeld enhancement effect have the same
locations. Further, we find that for a large ratio between $R_{\chi}$ (radius
of a puffy dark matter particle) and $1/m_{\phi}$ (force range), the Sommerfeld
enhancement factor approaches to 1 (no enhancement). Finally, for the puffy
SIDM scenario to solve the small-scale problems, the values of the Sommerfeld
enhancement factor are displayed in the allowed parameter regions.",hep-ph astro-ph.HE hep-th,physics
"We find chiral non-Abelian vortices having windings only in one of the
diquark condensations of left-handed and right-handed quarks in the
color-flavor locked phase of dense QCD. They are the minimum vortices carrying
half color magnetic fluxes of those of non-Abelian semi-superfluid vortices
(color magnetic flux tubes) and 1/6 quantized superfluid circulations of
Abelian superfluid vortices. These vortices carry ${\mathbb C}P^2$
orientational moduli in the internal space corresponding to their fluxes. The
${\mathbb C}P^2$ moduli of two chiral non-Abelian vortices with chiralities
opposite to each other are energetically favored to be aligned while those of a
vortex and anti-vortex to be orthogonal, and then these vortices attract each
other. They are attached by chiral domain walls in the presence of the mass and
axial anomaly terms explicitly breaking axial and chiral symmetries. We
numerically show that two chiral non-Abelian vortices with chiralities opposite
to each other are connected by a chiral domain wall, consisting a mesonic bound
state which is nothing but a non-Abelian semi-superfluid vortex. We also show
that Abelian and non-Abelian axial vortices attached by chiral domain walls are
all unstable to decay into a set of chiral non-Abelian vortices. Furthermore,
we find that chiral non-Abelian vortices exhibit unique features: one is the
so-called topological obstruction implying that unbroken symmetry generators in
the bulk are not defined globally around the vortices, and the other is color
non-singlet Aharonov-Bohm (AB) phases implying that quarks encircling these
vortices can detect the colors of magnetic fluxes of them at infinite
distances.",hep-ph cond-mat.supr-con hep-th,physics
"Results for light quark masses obtained from lattice QCD simulations are
compared and contrasted with other determinations. Relevance of these results
to estimates of $\epsilon'/\epsilon$ is discussed.",hep-ph,physics
"As revealed recently by the modeling of the multi-wavelength data of the
emission following GW170817/GRB 170817A, there was an off-axis energetic
relativistic outflow component launched by this historic double neutron star
merger event. In this work we use the results of these modeling to examine the
energy extraction process of the central engine. We show that the magnetic
process (i.e., the Blandford-Znajek mechanism) is favored, while the neutrino
process usually requires a too massive accretion disk if the duration of the
central engine activity is comparable to the observed $T_{90}$ of GRB 170817A,
unless the timescale of the central engine activity is less than $\sim$ 0.2s.
We propose that the GRB observations are helpful to constrain the combined
tidal parameter $\tilde{\Lambda}$, and by adopting the accretion disk mass
distribution estimated in BZ mechanism, the $90\%$ credible interval of
$\tilde{\Lambda}$ for the progenitor of GW170817 is inferred as $309-954$.",astro-ph.HE gr-qc,physics
"We study skyrmions in magnetic thin films with structural inversion asymmetry
perpendicular to the film plane. We determine the magnetization texture of a
single skyrmion and its dependence on the strength of the Dzyaloshinskii-Moriya
interaction relative to the magnetostatic energy. Furthermore, we construct a
phenomenological model that describes the interaction between the motion of
skyrmions and electric currents to lowest order in spin-orbit coupling. We
estimate the experimental verifiable velocities for current-driven motion of
skyrmion textures based on available results obtained from domain walls
dynamics.",cond-mat.mes-hall,physics
"In the large dimension ($D$) limit, Einstein's equation reduces to an
effective theory on the horizon surface, drastically simplifying the black hole
analysis. Especially, the effective theory on the black brane has been
successful in describing the non-linear dynamics not only of black branes, but
also of compact black objects which are encoded as solitary Gaussian-shaped
lumps, {\it blobs}. For a rigidly rotating ansatz, in addition to axisymmetric
deformed branches, various non-axisymmetric solutions have been found, such as
black bars, which only stay stationary in the large $D$ limit.
  In this article, we demonstrate the blob approximation has a wider range of
applicability by formulating the interaction between blobs and subsequent
dynamics. We identify that this interaction occurs via thin necks connecting
blobs. Especially, black strings are well captured in this approximation
sufficiently away from the perturbative regime. Highly deformed black dumbbells
and ripples are also found to be tractable in the approximation. By defining
the local quantities, the effective force acting on distant blobs are evaluated
as well. These results reveal that the large $D$ effective theory is capable of
describing not only individual black holes but also the gravitational
interactions between them, as a full dynamical theory of interactive blobs,
which we call {\it brane blobology}.",gr-qc hep-th,physics
"The current paper summarizes studies undertaken on the corrugated cardboard.
In these studies, a new approach considering the corrugated cardboard as an
orthotropic material is developed. This approach permits after homogenization
to simplify the numerical calculations and then use a 2D meshing of the
corrugated cardboard, instead of a 3D meshing. This will makes it possible to
obtain less heavy and less expensive numerical dimensioning studies. The first
stage of the studies was a determination of the behaviours of the sandwich and
its constituents, which passes by the definition of experimental protocols.
Thereafter, an analytical model was proposed and permits to predict the
homogenized behaviour of the corrugated cardboard. Finally a tool of
decision-making aid was proposed.",physics.class-ph,physics
"We analyze the evolution of Fe XII coronal plasma upflows from the edges of
ten active regions (ARs) as they cross the solar disk using the Hinode Extreme
Ultraviolet Imaging Spectrometer (EIS). Confirming the results of Demoulin et
al. (2013, Sol. Phys. 283, 341), we find that for each AR there is an observed
long term evolution of the upflows which is largely due to the solar rotation
progressively changing the viewpoint of dominantly stationary upflows. From
this projection effect, we estimate the unprojected upflow velocity and its
inclination to the local vertical. AR upflows typically fan away from the AR
core by 40 deg. to near vertical for the following polarity. The span of
inclination angles is more spread for the leading polarity with flows angled
from -29 deg. (inclined towards the AR center) to 28 deg. (directed away from
the AR). In addition to the limb-to-limb apparent evolution, we identify an
intrinsic evolution of the upflows due to coronal activity which is AR
dependent. Further, line widths are correlated with Doppler velocities only for
the few ARs having the largest velocities. We conclude that for the line widths
to be affected by the solar rotation, the spatial gradient of the upflow
velocities must be large enough such that the line broadening exceeds the
thermal line width of Fe XII. Finally, we find that upflows occurring in pairs
or multiple pairs is a common feature of ARs observed by Hinode/EIS, with up to
four pairs present in AR 11575. This is important for constraining the upflow
driving mechanism as it implies that the mechanism is not a local one occurring
over a single polarity. AR upflows originating from reconnection along
quasi-separatrix layers (QSLs) between over-pressure AR loops and neighboring
under-pressure loops is consistent with upflows occurring in pairs, unlike
other proposed mechanisms acting locally in one polarity.",astro-ph.SR,physics
"The Palomar Transient Factory (PTF) is an optical wide-field variability
survey carried out using a camera with a 7.8 square degree field of view
mounted on the 48-in Oschin Schmidt telescope at Palomar Observatory. One of
the key goals of this survey is to conduct high-cadence monitoring of the sky
in order to detect optical transient sources shortly after they occur. Here, we
describe the real-time capabilities of the PTF and our related rapid
multiwavelength follow-up programs, extending from the radio to the gamma-ray
bands. We present as a case study observations of the optical transient
PTF10vdl (SN 2010id), revealed to be a very young core-collapse (Type II-P)
supernova having a remarkably low luminosity. Our results demonstrate that the
PTF now provides for optical transients the real-time discovery and
rapid-response follow-up capabilities previously reserved only for high-energy
transients like gamma-ray bursts.",astro-ph.CO,physics
"Turbulent fragmentation determines where and when protostellar cores form,
and how they contract and grow in mass from the surrounding cloud material.
Molecular cloud regions without turbulent driving sources, or where turbulence
is driven on large scales, exhibit rapid and efficient star formation in a
clustered mode, whereas interstellar turbulence that carries most energy on
small scales results in isolated star formation with low efficiency. The clump
mass spectrum of shock-generated density fluctuations in pure hydrodynamic,
supersonic turbulence is not well fit by a power law, and it is too steep at
the high-mass end to be in agreement with the observational data. When gravity
is included in the turbulence models, local collapse occurs, and the spectrum
extends towards larger masses as clumps merge together, a power-law description
dN/dM ~ M^nu becomes possible with slope nu = -2. In the case of pure
gravitational contraction the clump mass spectrum is shallower with nu = -3/2.
The mass spectrum of protostellar cores in regions without turbulent support
and where turbulence is replenished on large-scales, however, is well described
by a log-normal or by multiple power laws, similar to the stellar IMF at low
and intermediate masses. In the case of small-scale turbulence, the core mass
spectrum is too flat compared to the IMF for all masses.",astro-ph,physics
"We investigate theoretically the polarization switching kinetics in
ferroelectric thin films. In such substances, the domain walls are pinned by
(usually dipole) defects, which are present also in ordered samples as
technologically unavoidable impurities. This random interaction with dipole
pinning centers results, in particular, in exponentially broad distribution of
switching times. Under supposition of low pinning centers concentration, we
derive the distribution function of switching times showing that it is not
simply Lorentzian (as it was first suggested by Tagantsev et al [\prb, {\bf
66}, 214109 (2002)] ), but is a ""square of Lorentzian"", which is due to the
vector nature of electric field. This improved formalism delivers a better
description of available experimental data and elucidates the physical
mechanism of domain switching times distribution.",cond-mat.mtrl-sci,physics
"Some recent studies based on numerical relativity simulations claim that slow contraction/ekpyrosis is strongly preferred over inflation as the smoothing mechanism that brought the universe into the homogeneous, isotropic and flat state we observe today on large scales. In this paper, we evaluate the likelihood of the initial conditions employed in the aforementioned simulations by estimating the probability that a free scalar field dominating the universe at the beginning of inflation or ekpyrosis will be sufficiently homogeneous on scales comparable to the Hubble radius at that time. We explore the space of parameters that characterize the initial power spectrum of the scalar field, finding that either can be more likely than the other for a fixed choice of parameters. On the other hand, when we extremize over these parameters, we find that the maximal probability for inflation is much higher than that of ekpyrosis.",gr-qc astro-ph.CO hep-ph hep-th,physics
"We study predictions of reversals of Earth's axial magnetic dipole field that
are based solely on the dipole's intensity. The prediction strategy is,
roughly, that once the dipole intensity drops below a threshold, then the field
will continue to decrease and a reversal (or a major excursion) will occur. We
first present a rigorous definition of an intensity threshold-based prediction
strategy and then describe a mathematical and numerical framework to
investigate its validity and robustness in view of the data being limited. We
apply threshold-based predictions to a hierarchy of numerical models, ranging
from simple scalar models to 3D geodynamos. We find that the skill of
threshold-based predictions varies across the model hierarchy. The differences
in skill can be explained by differences in how reversals occur: if the field
decreases towards a reversal slowly (in a sense made precise in this paper),
the skill is high, and if the field decreases quickly, the skill is low. Such a
property could be used as an additional criterion to identify which models
qualify as Earth-like. Applying threshold-based predictions to Virtual Axial
Dipole Moment (VADM) paleomagnetic reconstructions (PADM2M and Sint-2000)
covering the last two million years, reveals a moderate skill of
threshold-based predictions for Earth's dynamo. Besides all of their
limitations, threshold-based predictions suggest that no reversal is to be
expected within the next 10 kyr. Most importantly, however, we show that
considering an intensity threshold for identifying upcoming reversals is
intrinsically limited by the dynamic behavior of Earth's magnetic field.",physics.geo-ph,physics
"We develop a general theory for estimating the probability that a galaxy
cluster of a given shape exists. The theory is based on the observed result
that the distribution of galaxies is very close to quasi-equilibrium, in both
its linear and nonlinear regimes. This places constraints on the spatial
configuration of a cluster of galaxies in quasi-equilibrium. In particular, we
show that that a cluster of galaxies may be described as a collection of nearly
virialized subclusters of approximately the same mass. Clusters that contain
more than 10 subclusters are very likely to be completely virialized. Using our
theory, we develop a method for comparing probabilities of different spatial
configurations of subclusters. As an illustrative example, we show that a
cluster of galaxies arranged in a line is more likely to occur than a cluster
of galaxies arranged in a ring.",astro-ph.CO,physics
"Gas Electron Multipliers have undergone a very consistent development since
their invention in 1997. Their production procedures have been tuned in such a
way that nowadays it is possible to produce foils with areas of the order of
the square meter that can operate at a reasonable gain, uniform over large
areas and with a good stability in what concerns electrical discharges. For the
third run of LHC, they will be included in the CMS and ALICE experiments after
significant upgrades of the detectors, confirming that these structures are
suitable for very large experiments. In the special case of Time Projection
Chambers, the ion backflow and the energy resolution are sensitive issues that
must be addressed and the GEM has shown to be able to deal with both of them.
  In this work, a stack of three GEMs with different pitches has been studied
as a possible future approach for ion-backflow suppression to be used in TPCs
and other detection concepts. With this approach, an ion backflow of 1 % with
an energy resolution of 12 % at 5.9 keV has been achieved with the detector
operating in an Ar/CO2 (90/10) mixture at a gain of ~ 2000.",physics.ins-det,physics
