text,category,macro
"We implement a wireless indoor navigation system based on the variational
Gaussian process state-space model (GPSSM) with smartphone-collected WiFi
received signal strength (RSS) and inertial measurement unit (IMU) readings. We
adapt the existing variational GPSSM framework to wireless navigation
scenarios, and provide a practical learning procedure for the variational
GPSSM. The proposed system explores both the expressive power of the
non-parametric Gaussian process model and its natural mechanism for integrating
the state-of-the-art navigation techniques designed upon state-space model.
Experimental results obtained from a real office environment validate the
outstanding performance of the variational GPSSM in comparison with the
traditional parametric state-space model in terms of navigation accuracy.",eess.SP,eess
"While speaker adaptation for end-to-end speech synthesis using speaker
embeddings can produce good speaker similarity for speakers seen during
training, there remains a gap for zero-shot adaptation to unseen speakers. We
investigate multi-speaker modeling for end-to-end text-to-speech synthesis and
study the effects of different types of state-of-the-art neural speaker
embeddings on speaker similarity for unseen speakers. Learnable dictionary
encoding-based speaker embeddings with angular softmax loss can improve equal
error rates over x-vectors in a speaker verification task; these embeddings
also improve speaker similarity and naturalness for unseen speakers when used
for zero-shot adaptation to new speakers in end-to-end speech synthesis.",eess.AS,eess
"In recent years, many Blockchain based frameworks for transacting commodities
on a congestible network have been proposed. In particular, as the number of
controllable grid connected assets increases, there is a need for a
decentralized, coupled economic and control mechanism to dynamically balance
the entire electric grid. Blockchain based Transactive Energy (TE) systems have
gained significant momentum as an approach to sustain the reliability and
security of the power grid in order to support the flexibility of electricity
demand. What is lacking in these designs, however, is a mechanism that
physically verifies all the energy transactions, to keep the various inherently
selfish players honest. In this paper, we introduce a secure peer-to-peer
network mechanism for the physical validation of economic transactions cleared
over a distributed ledger. The framework is $\textit{secure}$ in the sense that
selfish and malicious agents that are trying to inject false data into the
network are prevented from adversely affecting the optimal functionality of the
verification process by detecting and isolating them from the communication
network. Preliminary simulations focusing on TE show the workings of this
framework.",eess.SP,eess
"The performance of speaker diarization is strongly affected by its clustering
algorithm at the test stage. However, it is known that clustering algorithms
are sensitive to random noises and small variations, particularly when the
clustering algorithms themselves suffer some weaknesses, such as bad local
minima and prior assumptions. To deal with the problem, a compact
representation of speech segments with small within-class variances and large
between-class distances is usually needed. In this paper, we apply an
unsupervised deep model, named multilayer bootstrap network (MBN), to further
process the embedding vectors of speech segments for the above problem. MBN is
an unsupervised deep model for nonlinear dimensionality reduction. Unlike
traditional neural network based deep model, it is a stack of $k$-centroids
clustering ensembles, each of which is trained simply by random resampling of
data and one-nearest-neighbor optimization. We construct speaker diarization
systems by combining MBN with either the i-vector frontend or x-vector
frontend, and evaluated their effectiveness on a simulated NIST diarization
dataset, the AMI meeting corpus, and NIST SRE 2000 CALLHOME database.
Experimental results show that the proposed systems are better than or at least
comparable to the systems that do not use MBN.",eess.AS,eess
"We investigate the effect of speaker localization on the performance of
speech recognition systems in a multispeaker, multichannel environment. Given
the speaker location information, speech separation is performed in three
stages. In the first stage, a simple delay-and-sum (DS) beamformer is used to
enhance the signal impinging from the speaker location which is then used to
estimate a time-frequency mask corresponding to the localized speaker using a
neural network. This mask is used to compute the second order statistics and to
derive an adaptive beamformer in the third stage. We generated a multichannel,
multispeaker, reverberated, noisy dataset inspired from the well studied
WSJ0-2mix and study the performance of the proposed pipeline in terms of the
word error rate (WER). An average WER of $29.4$% was achieved using the ground
truth localization information and $42.4$% using the localization information
estimated via GCC-PHAT. The signal-to-interference ratio (SIR) between the
speakers has a higher impact on the ASR performance, to the extent of reducing
the WER by $59$% relative for a SIR increase of $15$ dB. By contrast,
increasing the spatial distance to $50^\circ$ or more improves the WER by $23$%
relative only",eess.AS,eess
"Speech separation is the process of separating multiple speakers from an
audio recording. In this work we propose to separate the sources using a
Speaker LOcalization Guided Deflation (SLOGD) approach wherein we estimate the
sources iteratively. In each iteration we first estimate the location of the
speaker and use it to estimate a mask corresponding to the localized speaker.
The estimated source is removed from the mixture before estimating the location
and mask of the next source. Experiments are conducted on a reverberated, noisy
multichannel version of the well-studied WSJ-2MIX dataset using word error rate
(WER) as a metric. The proposed method achieves a WER of $44.2$%, a $34$%
relative improvement over the system without separation and $17$% relative
improvement over Conv-TasNet.",eess.AS,eess
"In this paper, a novel modulation scheme called set partition modulation
(SPM) is proposed. In this scheme, set partitioning and ordered subsets in the
set partitions are used to form codewords. We define different SPM variants and
depict a practical model for using SPM with orthogonal frequency division
multiplexing (OFDM). For the OFDM-SPM schemes, different constellations are
used to distinguish between different subsets in a set partition. To achieve
good distance properties as well as better error performance for the OFDM-SPM
codewords, we define a codebook selection problem and formulate such a problem
as a clique problem in graph theory. In this regard, we propose a fast and
efficient codebook selection algorithm. We analyze error and achievable rate
performance of the proposed schemes and provide asymptotic results for the
performance. It is shown that the proposed SPM variants are general schemes,
which encompass multi-mode OFDM with index modulation (MM-OFDM-IM) and
dual-mode OFDM with index modulation (DM-OFDM-IM) as special cases. It is also
shown that OFDM-SPM schemes are capable of exhibiting better error performance
and improved achievable rate than conventional OFDM, OFDM-IM, DM-OFDM-IM, and
MM-OFDM-IM.",eess.SP,eess
"In considering human-machine interface (HMI) for smart environment, a simple
but effective method is proposed for automatic arm motion recognition with a
Doppler radar sensor. Arms, in lieu of hands, have stronger radar cross-section
and can be recognized from relatively longer distances. An energy-based
thresholding algorithm is applied to the spectrograms to extract the
micro-Doppler (MD) signature envelopes. The positive and negative frequency
envelopes are concatenated to form a feature vector. The nearest neighbor (NN)
classifier with Manhattan distance (L1) is then used to recognize the arm
motions. It is shown that this simple method yields classification accuracy
above 97 percent for six classes of arm motions. Despite its simplicity, the
proposed method is superior to those of handcrafted featurebased
classifications and low-dimension representation techniques based on principal
component analysis (PCA), and is comparable to convolutional neural network
(CNN).",eess.SP,eess
"In many linear regression problems, including ill-posed inverse problems in
image restoration, the data exhibit some sparse structures that can be used to
regularize the inversion. To this end, a classical path is to use $\ell_{12}$
block based regularization. While efficient at retrieving the inherent sparsity
patterns of the data -- the support -- the estimated solutions are known to
suffer from a systematical bias. We propose a general framework for removing
this artifact by refitting the solution towards the data while preserving key
features of its structure such as the support. This is done through the use of
refitting block penalties that only act on the support of the estimated
solution. Based on an analysis of related works in the literature, we introduce
a new penalty that is well suited for refitting purposes. We also present a new
algorithm to obtain the refitted solution along with the original (biased)
solution for any convex refitting block penalty. Experiments illustrate the
good behavior of the proposed block penalty for refitting solutions of Total
Variation and Total GeneralizedVariation models.",eess.SP eess.IV,eess
"Brain activation mapping using functional MRI (fMRI) based on blood
oxygenation level-dependent (BOLD) contrast has been conventionally focused on
probing gray matter, the BOLD contrast in white matter having been generally
disregarded. Recent results have provided evidence of the functional
significance of the white matter BOLD signal, showing at the same time that its
correlation structure is highly anisotropic, and related to the diffusion
tensor in shape and orientation. This evidence suggests that conventional
isotropic Gaussian filters are inadequate for denoising white matter fMRI data,
since they are incapable of adapting to the complex anisotropic domain of white
matter axonal connections. In this paper we explore a graph-based description
of the white matter developed from diffusion MRI data, which is capable of
encoding the anisotropy of the domain. Based on this representation we design
localized spatial filters that adapt to white matter structure by leveraging
graph signal processing principles. The performance of the proposed filtering
technique is evaluated on semi-synthetic data, where it shows potential for
greater sensitivity and specificity in white matter activation mapping,
compared to isotropic filtering.",eess.SP eess.IV,eess
"We extend our previous three-dimensional (3D) model-based (MB) approach for
3D structured illumination microscopy (SIM) by introducing a positivity
constraint (PC) through the reconstruction of an auxiliary function using a
conjugate-gradient method. The performance of the new 3D-MBPC method is
investigated with noisy simulation and compared to our previous 3D-MB approach
and to the 3D Generalized Wiener filter approach used traditionally for 3D
processing of 3D-SIM data. Results show more accurate 3D restoration is
possible with the 3D-MBPC method over the other two methods. Moreover,
information redundancy in 3D-SIM data is exploited and results obtained with
the 3D-MBPC method when the number of raw SIM images is reduced from 15 down to
7 and 5 are promising.",eess.IV,eess
"Millimeter wave channels exhibit structure that allows beam alignment with
fewer channel measurements than exhaustive beam search. From a compressed
sensing (CS) perspective, the received channel measurements are usually
obtained by multiplying a CS matrix with a sparse representation of the channel
matrix. Due to the constraints imposed by analog processing, designing CS
matrices that efficiently exploit the channel structure is, however,
challenging. In this paper, we propose an end-to-end deep learning technique to
design a structured CS matrix that is well suited to the underlying channel
distribution, leveraging both sparsity and the particular spatial structure
that appears in vehicular channels. The channel measurements acquired with the
designed CS matrix are then used to predict the best beam for link
configuration. Simulation results for vehicular communication channels indicate
that our deep learning-based approach achieves better beam alignment than
standard CS techniques that use the random phase shift-based design.",eess.SP,eess
"The ever-changing telecommunication industry is in severe need of a
highly-skilled workforce to shape and deploy future generation communication
systems. This article presents an innovative telecommunication training that is
designed to satisfy this need. The training focuses on hardware layers of the
open systems interconnection model. It integrates theory, numerical modeling,
and hardware implementation to ensure a complete and long-lasting
understanding. The key telecommunication concepts that are covered in the
fundamental training phase are detailed along with best teaching practices. In
addition, the methods that enrich the learning experience, such as gamified
micro-tasks and interactive use of daily telecommunication devices, are
featured. The project development case studies that cultivate creative thinking
and scientific interest are highlighted. Also, a well-established guideline to
compose the teaching environment that emphasizes hands-on experience is
provided. Therefore, the presented training can be exemplary to other
institutions that share the same mission to educate the distinguished engineers
of the future.",eess.SP,eess
"The paper introduces a method for studying flow dynamics using diffractive
optical element based background-oriented schlieren (BOS). Our method relies on
fringe demodulation using root multiple signal classification technique which
provides high robustness against noise. Further, a graphics processing unit
(GPU) based implementation is proposed which offers significant improvement in
computational efficiency, and thus enables high speed analysis of flows. The
performance of the method is demonstrated via numerical simulations and the
practical applicability is also shown by analyzing a diffusion phenomenon in
liquids by BOS.",eess.IV eess.SP,eess
"The faster-than-Nyquist nonlinear frequency division multiplexing system was
first proposed, which provided 12.5% and 25% increase in spectral efficiency
for the compression factor of 0.89 and 0.8 respectively.",eess.SP,eess
"The wide bandwidths offered at millimeter-wave (mmWave) frequencies have made
them an attractive choice for future wireless communication systems. Recent
works have presented beamforming strategies for enabling in-band full-duplex
(FD) capability at mmWave even under the constraints of hybrid beamforming,
extending the exciting possibilities of next-generation wireless. Existing
mmWave FD designs, however, do not consider frequency-selective mmWave
channels. Wideband communication at mmWave suggests that frequency-selectivity
will likely be of concern since communication channels will be on the order of
hundreds of megahertz or more. This has motivated the work of this paper, in
which we present a frequency-selective beamforming design to enable practical
wideband mmWave FD applications. In our designs, we account for the challenges
associated with hybrid analog/digital beamforming such as phase shifter
resolution, a desirably low number of radio frequency (RF) chains, and the
frequency-flat nature of analog beamformers. We use simulation to validate our
work, which indicates that spectral efficiency gains can be achieved with our
design by enabling simultaneous transmission and reception in-band.",eess.SP,eess
"A practical and scalable, optimal detection algorithm is introduced for
hierarchical Gray-coded $2^n$ QAM for application in software defined
communications. The introduced optimal detection algorithm is based on
successive interference cancellation and is equivalent to a successive
approximation analog to digital conversion (SAR-ADC). The performance of the
optimal detector is discussed in additive white Gaussian noise channels. The
proposed detection algorithm needs much less storage space than the
conventional optimal detection algorithm followed by table lookup.",eess.SP,eess
"In conventional secure precise wireless transmission (SPWT), fully digital
beamforming (FDB) has a high secrecy performance in transmit antenna system,
but results in a huge RF-chain circuit budget for medium-scale and large-scale
systems. To reduce the complexity, this letter considers a hybrid digital and
analog (HDA) structure with random frequency mapped into the RF-chains to
achieve SPWT. Then, a hybrid SPWT scheme based on maximizing
signal-to-leakage-and-noise ratio (SLNR) and
artificial-noise-to-leakage-and-noise ratio (ANLNR) (M-SLNR-ANLNR) is proposed.
Compared to the FDB scheme, the proposed scheme reduces the circuit budget with
low computational complexity and comparable secrecy performance.",eess.SP,eess
"This paper focuses on the problem of localising a transmitting mobile station
(MS) using multiple cooperative base stations (BSs). There are two technical
difficulties: one is the data association between intermediate parameters and
scatters; the other is to identify Line-of-Sight (LoS) and Non-Line-of-Sight
(NLoS) paths. Our main contribution is a unified approach bypassing both data
association and LoS/NLoS path identification. This is achieved by introducing
virtual scatters and then a direct localisation formulation. Modern
super-resolution technique is then adapted to cast the localisation problem as
convex programming and solve it. Our approach addresses long-standing issues
not completely solved in the literature, guarantees a global convergence,
achieves good localisation accuracy and demonstrates its robustness to noise in
our numerical tests.",eess.SP,eess
"In this paper, we propose a distributed solution to the navigation of a
population of unmanned aerial vehicles (UAVs) to best localize a static source.
The network is considered heterogeneous with UAVs equipped with received signal
strength (RSS) sensors from which it is possible to estimate the distance from
the source and/or the direction of arrival through ad-hoc rotations. This
diversity in gathering and processing RSS measurements mitigates the loss of
localization accuracy due to the adoption of low-complexity sensors. The UAVs
plan their trajectories on-the-fly and in a distributed fashion. The collected
data are disseminated through the network via multi-hops, therefore being
subject to latency. Since not all the paths are equal in terms of information
gathering rewards, the motion planning is formulated as a minimization of the
uncertainty of the source position under UAV kinematic and anti-collision
constraints and performed by 3D non-linear programming. The proposed analysis
takes into account non-line-of-sight (NLOS) channel conditions as well as
measurement age caused by the latency constraints in communication.",eess.SP,eess
"In the incoming years, the low-aerial space will be crowded by unmanned
aerial vehicles (UAVs), which will be providing different services. In this
expected context, an emerging problem is to detect and track unauthorized or
malicious mini/micro UAVs. In contrast to current solutions mainly based on
fixed terrestrial radars, this article will put forth the idea of a dynamic
radar network (DRN) composed of UAVs able to smartly adapt their
formation-navigation control to best track malicious UAVs in real-time, with
high accuracy, and in a distributed fashion. To this end, some technological
solutions and the main methods for target detection and tracking will be
described. Further, an optimized navigation scheme will be developed according
to an information-seeking approach. Some examples of simulation results and
future directions of work will be finally presented highlighting the advantages
of dynamic and reconfigurable networks over static ones.",eess.SP,eess
"This paper addresses the problem of optimizing sensor deployment locations to
reconstruct and also predict a spatiotemporal field. A novel deep learning
framework is developed to find a limited number of optimal sampling locations
and based on that, improve the accuracy of spatiotemporal field reconstruction
and prediction. The proposed approach first optimizes the sampling locations of
a wireless sensor network to retrieve maximum information from a spatiotemporal
field. A spatiotemporal reconstructor is then used to reconstruct and predict
the spatiotemporal field, using collected in-situ measurements. A simulation is
conducted using global climate datasets from the National Oceanic and
Atmospheric Administration, to implement and validate the developed
methodology. The results demonstrate a significant improvement made by the
proposed algorithm. Specifically, compared to traditional approaches, the
proposed method provides superior performance in terms of both reconstruction
error and long-term prediction robustness.",eess.SP,eess
"The most common reason for students' tardiness is due to waking up late every
morning. The causes may vary from lack of rest and sleep, to failure of
ascertaining an alarm clock's noise or sometimes, falling back to sleep again
after snoozing an alarm. This paper's purpose is to address the problem
concerning student's inability to continue to stay awake after turning off
their alarms using Arduino-based pulse rate triggered alarm interrupt (APRTAI).
The proposed system will enable students to make use of a higher pulse rate
from their thumb to turn off an alarm which can be achieved by engaging
themselves in intensive physical activities that will eventually eradicate
drowsiness and therefore prevent them from falling back to sleep again.",eess.SP,eess
"Basis pursuit is a compressed sensing optimization in which the l1-norm is
minimized subject to model error constraints. Here we use a deep neural network
prior instead of l1-regularization. Using known noise statistics, we jointly
learn the prior and reconstruct images without access to ground-truth data.
During training, we use alternating minimization across an unrolled iterative
network and jointly solve for the neural network weights and training set image
reconstructions. At inference, we fix the weights and pass the measurements
through the network. We compare reconstruction performance between unsupervised
and supervised (i.e. with ground-truth) methods. We hypothesize this technique
could be used to learn reconstruction when ground-truth data are unavailable,
such as in high-resolution dynamic MRI.",eess.SP eess.IV,eess
"This paper considers blind methods for centrality estimation from graph
signals. We model graph signals as the outcome of an unknown low-pass graph
filter excited with influences governed by a sparse sub-graph. This model is
compatible with a number of data generation process on graphs, including stock
data and opinion dynamics. Based on the said graph signal model, we first prove
that the folklore heuristics based on PCA of data covariance matrix may fail
when the graph filter is not sufficiently low-pass. To remedy, we propose a
robust blind centrality estimation method which substantially improves the
centrality estimation performance. Numerical results on synthetic and real data
support our findings.",eess.SP,eess
"Structured-light 3D scanners create 3D models with high accuracy, but
controlling the accuracy and repeatability of the scanner is essential. The
objective of this paper is to analyze the repeatability and accuracy of two
structured-light 3D scanners (Go!SCAN 20TM and Go!SCAN 50TM). The method used
scans steel gauge blocks several times with different resolutions to analyze
the scanned data and to test the correlation between uncertainty, resolution,
and scanner model. The primary results include: 1) a systematic error of
magnitude similar to nominal accuracy exists and must be corrected and 2) the
global uncertainty is approximately 0.05 mm without significant differences
between the two scanner models. A strategy for scanning is proposed based on
the results at different resolutions.",eess.IV,eess
"A device for passive monitoring of slow water leaks, especially periodic
leaks caused by faltering gaskets. The detection and notification solution is
composed of an algorithm tuned specifically for bathroom leaks, motivated by a
surprise water bill, and a hardware prototype connected to a serverless cloud
component. The package is essentially a microservice for slow-leak detection
and notification. Inexpensive commodity hardware is utilized to send alerts to
users over Amazon Simple Notification Service (SNS).
  Index Terms: home automation, water conservation, IoT, signal processing.",eess.SP,eess
"This paper investigates a downlink multiple-input single-output intelligent
reflecting surface (IRS) aided non-orthogonal multiple access (NOMA) system,
where a base station (BS) serves multiple users with the aid of IRSs. Our goal
is to maximize the sum rate of all users by jointly optimizing the active
beamforming at the BS and the passive beamforming at the IRS, subject to
successive interference cancellation decoding rate conditions and IRS
reflecting elements constraints. In term of the characteristics of reflection
amplitudes and phase shifts, we consider ideal and non-ideal IRS assumptions.
To tackle the formulated non-convex problems, we propose efficient algorithms
by invoking alternating optimization, which design the active beamforming and
passive beamforming alternately. For the ideal IRS scenario, the two
subproblems are solved by invoking the successive convex approximation
technique. For the non-ideal IRS scenario, constant modulus IRS elements are
further divided into continuous phase shifts and discrete phase shifts. To
tackle the passive beamforming problem with continuous phase shifts, a novel
algorithm is developed by utilizing the sequential rank-one constraint
relaxation approach, which is guaranteed to find a locally optimal rank-one
solution. Then, a quantization-based scheme is proposed for discrete phase
shifts. Finally, numerical results illustrate that: i) the system sum rate can
be significantly improved by deploying the IRS with the proposed algorithms;
ii) 3-bit phase shifters are capable of achieving almost the same performance
as the ideal IRS; iii) the proposed IRS-aided NOMA systems achieve higher
system sum rate than the IRS-aided orthogonal multiple access system.",eess.SP,eess
"Simulation of radar cross-sections (RCS) of pedestrians at automotive radar
frequencies forms a key tool for software verification test beds for advanced
driver assistance systems. Two commonly used simulation methods are: the
computationally simple scattering center model of dynamic humans; and the
shooting and bouncing ray technique based on geometric optics. The latter
technique is more accurate but due to its computational complexity, it is
usually used only for modeling scattered returns of still human poses. In this
work, we combine the two methods in a linear regression framework to accurately
estimate the scattering coefficients or reflectivies of point scatterers in a
realistic automotive radar signal model which we subsequently use to simulate
range-time, Doppler-time and range-Doppler radar signatures. The simulated
signatures show a normalized mean square error below 10% and a structural
similarity above $81\%$ with respect to measurement results generated with an
automotive radar at 77 GHz.",eess.SP,eess
"Discrete delta functions define the limits of attainable spatial resolution
for all imaging systems. Here we construct broad, multi-dimensional discrete
functions that replicate closely the action of a Dirac delta function under
aperiodic convolution. These arrays spread the energy of a sharp probe beam to
simultaneously sample multiple points across the volume of a large object,
without losing image sharpness. A diffuse point-spread function applied in any
imaging system can reveal the underlying structure of objects less intrusively
and with equal or better signal-to-noise ratio. These multi-dimensional arrays
are related to previously known, but relatively rarely employed,
one-dimensional integer Huffman sequences. Practical point-spread functions can
now be made sufficiently large to span the size of the object under measure.
Such large arrays can be applied to ghost imaging, which has demonstrated
potential to greatly improve signal-to-noise ratios and reduce the total dose
required for tomographic imaging. The discrete arrays built here parallel the
continuum self-adjoint or Hermitian functions that underpin wave theory and
quantum mechanics.",eess.IV,eess
"We propose an end-to-end joint optimization framework of a multi-channel
neural speech extraction and deep acoustic model without mel-filterbank (FBANK)
extraction for overlapped speech recognition. First, based on a multi-channel
convolutional TasNet with STFT kernel, we unify the multi-channel target speech
enhancement front-end network and a convolutional, long short-term memory and
fully connected deep neural network (CLDNN) based acoustic model (AM) with the
FBANK extraction layer to build a hybrid neural network, which is thus jointly
updated only by the recognition loss. The proposed framework achieves 28% word
error rate reduction (WERR) over a separately optimized system on AISHELL-1 and
shows consistent robustness to signal to interference ratio (SIR) and angle
difference between overlapping speakers. Next, a further exploration shows that
the speech recognition is improved with a simplified structure by replacing the
FBANK extraction layer in the joint model with a learnable feature projection.
Finally, we also perform the objective measurement of speech quality on the
reconstructed waveform from the enhancement network in the joint model.",eess.AS,eess
"In this paper, we consider the problem of admission control in 5G networks
where enhanced mobile broadband (eMBB) users and ultra-reliable low-latency
communication (URLLC) users are coexisting. URLLC users require low latency and
high reliability while eMBB users require high data rates. Thus, it is
essential to control the admission of eMBB users while giving priority to all
URLLC users in a network where both types of users are coexisting. Our aim is
to maximize the number of admitted eMBB users to the system with a guaranteed
data rate while allocating resources to all URLLC users. We formulated this as
an l_0 minimization problem. Since it is an NP-hard problem we have used
approximation methods and sequential convex programming to obtain a suboptimal
solution. Numerically we have shown that the proposed algorithm achieves
near-optimal performance. Our algorithm is able to maximize the number of
admitted eMBB users with an optimal allocation of resources while giving
priority to all URLLC users.",eess.SP,eess
"Neural control is an exciting mystery which we instinctively master. Yet,
researchers have a hard time explaining the motor control trajectories.
Physiologically accurate biomechanical simulations can, to some extent, mimic
live subjects and help us form evidence-based hypotheses. In these simulated
environments, muscle excitations are typically calculated through inverse
dynamic optimizations which do not possess a closed-form solution. Thus,
computationally expensive, and occasionally unstable, iterative numerical
solvers are the only widely utilized solution. In this work, we introduce
ArtiSynth, a 3D modeling platform that supports the combined simulation of
multi-body and finite element models, and extended to support reinforcement
learning (RL) training. we further use ArtiSynth to investigate whether a deep
RL policy can be trained to drive the motor control of a physiologically
accurate biomechanical model in a large continuous action space. We run a
comprehensive evaluation of its performance and compare the results with the
forward dynamics assisted tracking with a quadratic objective function. We
assess the two approaches in terms of correctness, stability,
energy-efficiency, and temporal consistency.",eess.SP,eess
"This paper presents novel information-theoretic PHY layer performance
improvement for combating the system fading effects in wireless terrestrial
communication applications. Robust space-time system strategies in cooperation
with the high performance unpunctured serially concatenated codes have been
jointly employed. The wireless terrestrial system also uses M-ary quadrature
amplitude modulation (QAM) signaling to develop a well-established system
modeling for multiple-input single-output (MISO) and multiple-input
multiple-output (MIMO) analysis. This research also undertakes the analytical
evaluation of time-delay estimation in the presence of additive white Gaussian
noise (AWGN) in multipath areas. The objective of this investigation is to
develop mathematically-oriented estimations intended for suitable employment in
terrestrial communications. This model considers the problem of overlapping the
terrestrial signals arrival-times estimation from a noisy received waveform in
order to develop a system model for terrestrial TDE.",eess.SP,eess
"A switched-capacitor N-path circuit can be employed for filtering an RF
signal, as well as a passive downconverter. A known limitation of an N-path
filter is that in addition to downconverting signals around the desired center
frequency, the circuit also downconverts signals located around harmonics of
the center frequency. An N-path filter that uses a PWM representation of a
sinusoidal LO to mitigate harmonic downconversion is proposed in this work.
Single-edge natural sampling pulse-width modulated (PWM) clocks are used to
drive the switches in the N-path filter. The potential for employing PWM for
providing gain control is also described.",eess.SP,eess
"In this paper, we evaluate a semi-autonomous brain-computer interface (BCI)
for manipulation tasks. In such system, the user controls a robotic arm through
motor imagery commands. In traditional process-control BCI systems, the user
has to provide those commands continuously in order manipulate the effector of
the robot step-by-step, which results in a tiresome process for simple tasks
such as pick and replace an item from a surface. Here, we take a
semi-autonomous approach based on a conformal geometric algebra model that
solves the inverse kinematics of the robot on the fly, then the user only has
to decide on the start of the movement and the final position of the effector
(goal-selection approach). Under these conditions, we implemented
pick-and-place tasks with a disk as an item and two target areas placed on the
table at arbitrary positions. An artificial vision (AV) algorithm was used to
obtain the positions of the items expressed in the robot frame through images
captured with a webcam. Then, the AV algorithm is integrated to the inverse
kinematics model to perform the manipulation tasks. As proof-of-concept,
different users were trained to control the pick-and-place tasks through the
process-control and semi-autonomous goal-selection approaches, so that the
performance of both schemes could be compared. Our results show the superiority
in performance of the semi-autonomous approach, as well as evidence of less
mental fatigue with it.",eess.SP,eess
"To obtain channel information for further data transmission, the blind
channel estimation needs no pilot signal in advance is a considerable
algorithm. To improve performance of the blind channel estimation schemes, we
have employed the channel estimation with pilot signals by adjacent users; the
acquired estimation channel information of the adjacent channel is applied as
an initial state to the blind channel estimation of the target user. We have
considered the subspace blind channel estimation scheme in this study. The
estimated adjacent channel information is supported as an initial state of the
auto-correlation matrix in the subspace estimation method, thereby providing
information to reduce the channel estimation error. From our simulation study,
we have found that, when the correlation between two nearby channels is high,
the forgetting factor in the subspace estimation method can be increased, so
that the weight of the initial state of the matrix is increased, and a more
accurate channel state is estimated. If the correlation coefficient is lowered
in two adjacent channels, the forgetting factor can be appropriately adjusted
to rise the weight of the direct received signal from the objective channel to
avoid errors increased.",eess.SP,eess
"The performance of GPS receivers with vector delay-locked tracking loop
(VDLL) structure over a land mobile satellite (LMS) channel model for the
simulation of multipath fading transmission is investigated. We apply vector
delay-locked tracking loop receiver for GPS signal transmitting over LMS
multipath fading situations. The adeptness of the vector tracking loop is to
incessantly position when satellite GPS signal outage occurred. However,
miscarriage tracking in one channel may overspread into the whole system
originated the entire loss of locking on all satellites for vector tracking
loop algorithm. To moderate this locking-loss situation, the VDLL system is
carried with receiver autonomous integrity monitoring (RAIM) and fault
detection and exclusion (FDE) algorithm to avoid signal unlocked incidence. The
satellite signal to GPS receiver designs with two different Kalman filters
(EKF: Extended Kalman Filter and UKF: Unscented Kalman Filter) are established
to compare their performance over LMS multipath fading channel model
simulations.",eess.SP,eess
"In broadband millimeter-wave (mm-Wave) systems, it is desirable to design
hybrid beamformers with common analog beamformer for the entire band while
employing different baseband beamformers in different frequency sub-bands.
Furthermore, the performance mostly relies on the perfectness of the channel
information. In this paper, we propose a deep learning (DL) framework for
hybrid beamformer design in broadband mm-Wave massive MIMO systems. We design a
convolutional neural network (CNN) that accepts the channel matrix of all
subcarriers as input and the output of CNN is the hybrid beamformers. The
proposed CNN architecture is trained with imperfect channel matrices in order
to provide robust performance against the deviations in the channel data.
Hence, the proposed precoding scheme can handle the imperfect or limited
feedback scenario where the full and exact knowledge of the channel is not
available. We show that the proposed DL framework is more robust and
computationally less complex than the conventional optimization and
phase-extraction-based approaches.",eess.SP,eess
"A 16-element, compact phased array transceiver is demonstrated at E-band
(71-76 and 81-86GHz). A Weaver image selection architecture reduces the LO
tuning range to 3GHz while covering the 10GHz band. The bidirectional and
efficient implementation of Weaver architecture in scalable array is proposed
using a bidirectional shared image selection IF mixer. The beam is steered
across +/-30{\deg} with an average 30dBm EIRP across the upper and lower bands
using narrowband LO phase shifter. A 1.5 GHz modulation bandwidth for 16 QAM
and 64 QAM waveform is generated with EVM better than -19 dB/ -24 dB,
respectively. The 2x2 transceiver die is implemented in SiGe BiCMOS and is
assembled with 16-elements while operating at a 25% EIRP/PDC efficiency.",eess.SP,eess
"The general four-component model-based decomposition with unitary
transformation of coherency matrix (G4U) is a state-of-the-art four-component
decomposition, which has received extensive attentions recently. A literature
survey is carried out to indicate the overall influence, improvement,
development, evaluation, and application of G4U. Totally, 137 literatures are
found mentioning G4U in Google Scholar\c{opyright} until October 7, 2019, which
can be attributed into 4 categories in terms of the degree of concentration and
17 subcategories according to the focus of attention. Among these literatures,
61 of them simply mention G4U mainly because it is a new four-component
model-based decomposition, a typical model-based decomposition, or even a
target decomposition. There are also 9 literatures which improve G4U and
develop G4U-like decompositions with unitary transformation of coherency
matrix. 20 literatures generally use G4U as a typical target decomposition for
comparison or a pseudo-color visualization technique to show the performance of
some developed approaches. There are also 47 literatures dedicated to
critically evaluate and deeply apply G4U in the remote sensing of forestry,
agriculture, wetland, snow, glaciated terrain, earth surface, manmade target,
environment, and damages caused by earthquake, tsunami, and landside, which
indicates the value and significance of G4U in the true sense.",eess.SP,eess
"The millimeter wave (mmWave) communication uses directional antennas. Hence,
achieving fine alignment of transmit and receive beams at the initial access
phase is quite challenging and time-consuming. In this paper, we provide a
dynamic-weight based beam sweeping direction and synchronization signal block
(SSB) allocation algorithm to optimize the cell search of the initial access in
mmWave 5G NR networks. The number of SSBs transmitted in each beam sweeping
direction depends on previously learned experience which is based on the number
of detected UEs (user equipment) per SSB for each sweeping direction. Overall,
numerical simulation results indicate that the proposed algorithm is shown to
be capable of detecting more users with a lower misdetection probability.
Furthermore, it is possible to achieve the same performance with a smaller
number of dynamic resource (i.e., SSB) allocation, compared to constant
resource allocation.",eess.SP,eess
