,Unnamed: 0,text
799,799,"Answer the following question.

Which of the following is the correct anatomical order of structures in the mammalian female reproductive tract?
A) Oviduct, uterus, rete, vagina
B) Oviduct, epididymis, uterus, vagina
C) Ovary, oviduct, uterus, vagina
D) Ovary, uterus, vagina, rete"
800,800,"Answer the following question.

A marine ecosystem region characterized by penetrance of solar radiation and upwelling of nutrients is the
A) bathyl zone
B) neritic zone
C) pelagic zone
D) benthyl zone"
801,801,"Answer the following question.

In humans, a hereditary disorder called xeroderma pigmentosum (XP) can result in the inability to repair ultraviolet damage to DNA. Which of the following molecular lesions is most likely to accrue in individuals with XP?
A) Thymine dimers
B) Deamination of cytosine
C) Depurination
D) Single strand DNA breaks"
802,802,"Answer the following question.

Chemosynthetic bacteria can produce their own food despite their lack of photonabsorbing pigments because the chemosynthetic bacteria derive energy by
A) oxidizing inorganic substances such as ammonia, sulfur, or hydrogen
B) reducing inorganic substances such as ammonia, sulfur, or hydrogen
C) oxidizing organic compounds
D) transducing light energy into chemical energy"
803,803,"Answer the following question.

All of the following may serve as intracellular messengers EXCEPT
A) calcium ions
B) cAMP
C) acetylcholine
D) inositol 1,4,5-triphosphate"
804,804,"Answer the following question.

All of the following statements about plant embryogenesis are correct EXCEPT:
A) The suspensor is derived from the basal cell.
B) Cotyledons are derived from the apical cell.
C) Shoot apical meristem formation occurs after seed formation.
D) Precursors of all three plant tissue systems are formed during embryogenesis."
805,805,"Answer the following question.

Mouse sperm contain receptor proteins that bind to a glycoprotein (ZP3) in the zona pellucida of mouse eggs. Binding of ZP3 receptors to ZP3 initiates the sperm’s acrosomal reaction. All of the following experimental observations would be expected EXCEPT:
A) Injecting eggs with antibodies that bind to ZP3 blocks in vitro fertilization.
B) Incubating sperm with purified ZP3 prior to mixing sperm and eggs blocks in vitro fertilization.
C) Incubating eggs with antibodies that bind to ZP3 blocks in vitro fertilization.
D) Coating synthetic beads with a different glycoprotein, ZP2, fails to lead to sperm aggregation on the beads."
806,806,"Answer the following question.

Which of the following factors does NOT promote linkage disequilibrium?
A) Asexual reproduction
B) Coadapted gene complexes
C) Epistasis
D) Random mating"
807,807,"Answer the following question.

In an experiment, the first cleavage plane of an amphibian zygote was manipulated so that the gray crescent was contained in only one of the two blastomeres that result from the first cleavage. The two blastomeres were then separated. What is the expected fate of the blastomeres?
A) The blastomere with the gray crescent will grow in size more quickly than the one without the gray crescent.
B) The blastomere with the gray crescent will form a complete, but small, embryo.
C) The blastomere without the gray crescent will form a complete, but small, embryo.
D) The blastomere with the gray crescent will stop dividing and die before the second cleavage."
808,808,"Answer the following question.

Nerve outgrowth from a developing neuron begins at the growth cone, located at the tip of the axon. Microspikes of the growth cone extend and retract in order to move the growth cone forward. Exposure of the neuron to cytochasalin B at this stage of development causes
A) microtubules in the axon to undergo reversible dissociation
B) microtubules in the axon to undergo irreversible dissociation
C) microfilaments in the microspike to undergo reversible depolymerization
D) microfilaments in the microspike to undergo irreversible depolymerization"
809,809,"Answer the following question.

Monoclonal antisera are distinguished from polyclonal antisera in which of the following ways?
A) Each type of antibody in a monoclonal antiserum reacts against a single region of a single antigen; each type of antibody in a polyclonal antiserum reacts against multiple regions of different antigens.
B) A monoclonal antibody reacts against multiple regions of a single antigen; a polyclonal antibody reacts against a single region of related antigens.
C) A monoclonal antiserum contains antibodies secreted from the descendants of a single B lymphocyte; a polyclonal antiserum contains antibodies secreted from the descendants of different B lymphocytes.
D) A monoclonal antiserum contains antibodies secreted from the descendants of a single B lymphocyte; a polyclonal antiserum contains antibodies secreted from the descendants of both B and T lymphocytes."
810,810,"Answer the following question.

The first groups of animals to develop lung tissue adequate to support their respiratory requirements without the use of supplementary gas exchange organs were the
A) amphibians
B) reptiles
C) mammals
D) trematoda"
811,811,"Answer the following question.

Which of the following is a biological attribute that would most likely allow a species to become cosmopolitan in distribution?
A) Extreme habitat specialization
B) K-selected reproductive rate
C) Limited dispersal abilities
D) Capacity for long-distance dispersal"
812,812,"Answer the following question.

In the formation of the earliest cells, which of the following components most likely arose first?
A) Nucleus
B) Plasma membrane
C) Mitochondrion
D) Flagellum"
813,813,"Answer the following question.

Which of the following facts was established prior to 1859, the year in which Charles Darwin published On the Origin of Species?
A) DNA provides the macromolecular basis of heredity.
B) Mendelian principles explain why some traits are dominant and others are recessive.
C) Prokaryotes include two major domains, the Bacteria and the Archaea.
D) There exist fossilized remains of species that have become extinct."
814,814,"Answer the following question.

Fungi participate in each of the following EXCEPT
A) photosynthesis to produce glucose
B) fermentation to produce alcohol
C) association with humans to produce ringworm
D) association with the roots of plants to form mycorrhizae"
815,815,"Answer the following question.

In chloroplasts, a certain protein is found in the lumen of the thylakoid (thylakoid space). It is transcribed in the nucleus and synthesized on cytoplasmic ribosomes. How many membrane bilayers must this protein cross to reach its final location?
A) One
B) Two
C) Three
D) Four"
816,816,"Answer the following question.

During the mammalian cardiac cycle, a volume of blood equivalent to ventricular stroke volume is transferred from the more compliant venous side to the less compliant arterial side of the circulation. In terms of pressures within the venous and arterial compartments, this transfer results in
A) no change in pressure in either compartment
B) no effect on venous pressure and a small increase in arterial pressure
C) an increase in venous pressure and an equal but opposite decrease in arterial pressure
D) little effect on venous pressure and a large increase in arterial pressure"
817,817,"Answer the following question.

Which of the following statements concerning the Golgi apparatus of a eukaryote is correct?
A) It is oriented in the cytoplasm so that its cis face is closest to the endoplasmic reticulum.
B) It is typically associated with small secretory vesicles located near its cis face.
C) Its composite flattened cisternae are continuous with one another.
D) Glycosylation of certain secretory proteins occurs prior to the protein's entry into its lumen."
818,818,"Answer the following question.

The first point of entry of water at the roots of a monocot plant is through the cytoplasm of cells of the
A) root cap
B) Casparian strip
C) pericycle
D) endoderm"
819,819,"Answer the following question.

Which of the following plant cells undergoes programmed cell death to become functional?
A) Phloem sieve tube member
B) Xylem vessel member
C) Stomatal guard cell
D) Root cap cell"
820,820,"Answer the following question.

Which of the following characteristics distinguishes angiosperms from gymnosperms?
A) Perennial growth
B) True roots
C) Apical growth
D) Seeds enclosed in ovaries"
821,821,"Answer the following question.

A species of goose nests on both cliffs and beaches near the ocean. Soon after hatching, all chicks must make their way to the ocean. Chicks from cliff nests must tumble down the cliff to get to the ocean, and many are killed by the fall. Which of the following is most consistent with the hypothesis that cliff nesting is adaptive in this goose species?
A) Many more geese nest on the beaches than on the cliffs.
B) Cliff-side nesting confers a higher fitness than does beach nesting.
C) Chicks from cliff nests instinctively step off the cliffs at the appropriate time.
D) More chicks survive the fall from the cliffs than are killed."
822,822,"Answer the following question.

Immunoglobulins having epsilon heavy chains and located on the plasma membranes of mast cells and basophilic leukocytes belong to the class of antibodies called
A) IgE
B) IgA
C) IgD
D) IgM"
823,823,"Answer the following question.

A fluorescent molecule of 1,000 daltons injected into one cell is observed to enter an adjacent cell by passing through a
A) spot desmosome
B) belt desmosome
C) gap junction
D) tight junction"
824,824,"Answer the following question.

Annelids and arthropods are similar to each other in that members of both phyla
A) have segmented bodies
B) have a closed circulatory system
C) conduct gas exchange by diffusion through a moist membrane
D) have well-developed sense organs"
825,825,"Answer the following question.

Approximately what fraction of the human genome encodes proteins?
A) 2%
B) 25%
C) 50%
D) 90%"
826,826,"Answer the following question.

Which of the following statements is true of air as compared to water?
A) Air provides more physical support.
B) Air has a higher O2 concentration.
C) Air offers more resistance to motion.
D) Air has more thermal inertia."
827,827,"Answer the following question.

Which of the following is true of organisms belonging to the kingdom Protista?
A) They are eukaryotic.
B) They include the cyanobacteria.
C) They are heterotrophic.
D) They possess cell walls composed of peptidoglycan."
828,828,"Answer the following question.

The section of chromosome that serves as the site of attachment by the mitotic spindle during cell division is the
A) chromatophore
B) chromomere
C) kinetochore
D) centriole"
829,829,"Answer the following question.

A plant that grows along a trellis exhibits
A) thigmotropism
B) phototropism
C) gravidotropism
D) negative gravidotropism"
830,830,"Answer the following question.

If the activity of an enzyme is constant over a broad range of pH values, it is likely that
A) only ionizing groups on the enzyme participate in the reaction
B) only ionizing groups on the substrate participate in the reaction
C) ionizing groups on both the enzyme and substrate participate in the reaction
D) no ionizing groups on the enzyme or substrate participate in the reaction"
831,831,"Answer the following question.

In garden peas, the allele for tall plants (D) is completely dominant to the allele for dwarf plants (d) and the allele for violet flower color (W) is completely dominant to the allele for white flower color (w). In a cross between a tall violet plant, with the genotype DDWw, and a dwarf white plant, what phenotypic ratio of the progeny would be expected from this cross?
A) All tall violet
B) 1 tall violet: 1 dwarf violet
C) 1 tall violet: 1 tall white: 1 dwarf violet: 1 dwarf white
D) 1 tall violet: 1 tall white"
832,832,"Answer the following question.

Cancer cells grown in culture are similar to normal cells grown in culture in that they
A) divide an indefinite number of times
B) do not display contact inhibition
C) require a surface for attachment in order to grow
D) proliferate to the same cell density"
833,833,"Answer the following question.

Which of the following techniques could be used to demonstrate protein binding to specific DNA sequences?
A) Western blot hybridization
B) Northern blot hybridization
C) Southern blot hybridization
D) Electrophoretic mobility shift assay"
834,834,"Answer the following question.

Adequate serum levels of calcium are maintained in humans by the secretion of
A) thyroxine
B) glucagon
C) growth hormone
D) parathyroid hormone"
835,835,"Answer the following question.

The amino acid ornithine is regenerated during each turn of the urea cycle in a similar manner to which of the following participants in the citric acid cycle?
A) Succinate
B) Fumarate
C) Oxaloacetate
D) Citrate"
836,836,"Answer the following question.

Which is a characteristic unique to angiosperms?
A) Wind-borne pollen
B) A dominant sporophyte life cycle
C) Alteration of generations
D) Double fertilization"
837,837,"Answer the following question.

Mammals are homeostatic for all of the following EXCEPT
A) body temperature
B) blood glucose concentration
C) blood pH
D) metabolic rate"
838,838,"Answer the following question.

The crouching of very young birds in response to a predator’s shape overhead is an example of
A) a conditioned response
B) a fixed action pattern
C) an imprinted behavior
D) learned behavior"
839,839,"Answer the following question.

Among primates, a high degree of sexual dimorphism in a species usually indicates intense competition between
A) males in order to obtain individual food resources
B) males in order to obtain mates
C) females in order to obtain individual food resources
D) females in order to obtain mates"
840,840,"Answer the following question.

Which of the following tissues in an actively photosynthesizing plant would have the highest rate of oxygen production?
A) Cortex
B) Palisade mesophyll
C) Epidermis
D) Vascular cambium"
841,841,"Answer the following question.

A recent theory concerning an unusual rise in asthma attacks following a thunderstorm proposes that while pollen grains at 5 microns are too large to enter the airways, their exposure to water precipitates the release of starch granules as a result of osmotic shock. The starch granules are small enough to enter the lower airways and trigger an asthmatic attack. If this theory is true, which of the following is a correct statement?
A) The interior of the pollen grains was hypotonic compared to the surrounding environment.
B) The interior of the pollen grains had a higher osmotic pressure than did the surrounding environment.
C) The pollen grains underwent plasmolysis prior to releasing their contents.
D) The pollen grains underwent shrinking before they ruptured and released their contents."
842,842,"Answer the following question.

Hybrids between some related species of plants are sterile because the parent plants had different chromosome numbers. Occasionally the chromosome number of such a hybrid plant doubles spontaneously. Which of the following best describes the descendants of those plants with the double chromosome number?
A) The plant with the double chromosome number would be genetically defective and have no descendants.
B) The descendants would be at a selective advantage because of the increased ability to introgress.
C) The descendants would be reproductively successful because they could backcross with the parental species.
D) The descendants would regain the ability to reproduce sexually because chromosomes could pair normally."
843,843,"Answer the following question.

Phalloidin is a toxin made by the death cap mushroom. The toxin binds to actin subunits and disrupts actin function. Which of the following structures would be most directly affected by phalloidin?
A) Intermediate filaments
B) Collagen fibers
C) Microfilaments
D) Microtubules"
844,844,"Answer the following question.

Hardy-Weinberg equilibrium generally assumes all of the following EXCEPT
A) a large population
B) genetic drift
C) random mating
D) absence of selection"
845,845,"Answer the following question.

Which of the following statements about fungi is NOT true?
A) They all are eukaryotic.
B) They all have rigid cell walls.
C) Most are filamentous.
D) Some are photosynthetic."
846,846,"Answer the following question.

Which of the following is encoded by the src oncogene and catalyzes the specific addition of phosphate groups to cellular proteins?
A) Protein phosphatase
B) Adenylate cyclase
C) G protein-linked receptor
D) Tyrosine kinase"
847,847,"Answer the following question.

Both C4 and CAM plants employ physiological and biochemical strategies to reduce photorespiration. Which of the following is an accurate comparison of the two strategies?
A) C4 plants fix CO2 as the 4-carbon acid oxaloacetate, while CAM plants fix CO2 as the 5-carbon acid ribulose 1, 5-bisphosphate.
B) C4 plants fix CO2 in the mesophyll but carry out the Calvin cycle in the bundle sheath, while CAM plants fix CO2 and carry out the Calvin cycle in the mesophyll.
C) C4 plants fix CO2 in the bundle sheath but carry out the Calvin cycle in the mesophyll, while CAM plants fix CO2 and carry out the Calvin cycle in the bundle sheath.
D) C4 plants store CO2 as phosphoglycolate, while CAM plants store CO2 as oxaloacetate."
848,848,"Answer the following question.

Which of the following depicts the correct sequence of membranes of the chloroplast, beginning with the innermost membrane and ending with the outermost membrane?
A) Thylakoid membrane, inner membrane, outer membrane
B) Inner membrane, outer membrane, thylakoid membrane
C) Outer membrane, inner membrane, thylakoid membrane
D) Strama, outer membrane, inner membrane"
849,849,"Answer the following question.

Antibiotics that affect bacterial cells interfere with all of the following EXCEPT
A) peptidoglycan synthesis
B) protein synthesis
C) DNA synthesis
D) reverse transcriptase"
850,850,"Answer the following question.

The polytene chromosomes seen in Drosophila silvarentis with the aid of a light microscope are
A) not actively carrying out transcription
B) produced only during mitosis
C) produced by repeated rounds of DNA replication followed by nuclear division
D) multiple copies of a single chromosome"
851,851,"Answer the following question.

Which of the following agents will induce polyploidy in a dividing eukaryote?
A) Penicillin
B) Colchicine
C) Tetracycline
D) Puromycin"
852,852,"Answer the following question.

Which of the following statements about mitochondria and chloroplasts is generally true?
A) Plants have chloroplasts but no mitochondria; animals have mitochondria but no chloroplasts.
B) Plants have chloroplasts but no mitochondria; fungi have mitochondria but no chloroplasts.
C) Plants and fungi have chloroplasts but no mitochondria; animals have only mitochondria.
D) Plants have both chloroplasts and mitochondria; animals and fungi have only mitochondria."
853,853,"Answer the following question.

How do cyanobacteria differ from green unicellular algae?
A) Cyanobacteria reduce sulfur compounds.
B) Cyanobacteria lack cell walls.
C) Cyanobacteria have no nuclei.
D) Green algae produce cell membranes."
854,854,"Answer the following question.

Stabilization of the unique coiled structure of an alpha helix in a protein is primarily attributed to (A) hydrogen bonding between the peptide backbone atoms
A) hydrogen bonding between the peptide backbone atoms
B) disulfide bridges between cysteine side chains
C) carbohydrate moieties attached to polar amino acids
D) peptide linkages that covalently bond amino acids"
855,855,"Answer the following question.

The target of digestion of a nucleosome dimer to nucleosome monomers by DNase is
A) the H1 histone
B) histones H2A, H2B, H3, and H4
C) the nucleosome core
D) linker DNA"
856,856,"Answer the following question.

A prokaryote that is thermophilic and methanogenic and has isoprenylglycerol ethers in its membrane instead of phospholipids is most likely
A) a proteobacterium
B) a spirochete
C) a member of the genus Chlamydia
D) an archaeon"
857,857,"Answer the following question.

All of the following environmental conditions increase the rate of transpiration from plants EXCEPT
A) high temperature
B) high relative humidity
C) low relative humidity
D) wind"
858,858,"Answer the following question.

Which of the following statements about embryonic cleavage is NOT true?
A) The presence of yolk inhibits cleavage.
B) Telolecithal eggs undergo meroblastic cleavage.
C) The vegetal pole undergoes cleavage more readily than does the animal pole
D) The rapid mitotic divisions of cleavage directly give rise to blastomeres."
859,859,"Answer the following question.

In eukaryotic photosynthetic cells, which of the following occurs when electrons flow cyclically through the electron transport chain associated with photosystem I?
A) Synthesis of ATP
B) Reduction of NADP+ to NADPH
C) Release of O2
D) Reduction of CO2 to sugar"
860,860,"Answer the following question.

Many marine birds drink seawater yet maintain their internal osmolarity at a constant level that is hypoosmotic to seawater. Which of the following physiological strategies best explains how the birds maintain their tissue osmolarity?
A) Marine birds absorb water from the environment through specialized salt-exchange glands and produce large volumes of dilute urine in the kidneys.
B) Marine birds absorb salts from the environment through specialized salt-exchange glands and produce large volumes of concentrated urine in the kidneys.
C) Marine birds excrete salts through specialized salt-exchange glands and excrete small volumes of urine.
D) Marine birds excrete salts and nitrogenous wastes through specialized nasal glands."
861,861,"Answer the following question.

A species of small rodent eats seeds from only one species of pine. In normal years, a pair of these rodents will have a litter of two or three. It is unusual for small rodents to have such small litter sizes. The rodents are most likely to exhibit which other characteristic?
A) Moderate sexual size dimorphism
B) High parental investment
C) Precocial young
D) Frequent extrapair matings"
862,862,"Answer the following question.

Which of the following sources makes the greatest contribution to the dry mass of organic matter that comprises an oak tree?
A) Organic molecules from decaying matter in the soil that are taken up by the roots
B) Mineral nutrients dissolved in groundwater that are taken up by the roots
C) Water that is taken up by the roots and carbon dioxide from the air
D) Endosperm located in the cotyledons of the acorn"
863,863,"Answer the following question.

Which of the following must be true in order for evolution to have occurred?
A) The frequencies of some alleles in a population's gene pool has changed over successive generations.
B) The frequencies of some alleles in a population's gene pool has changed during the organisms' lifetimes.
C) The frequencies of each allele in a population's gene pool has remained constant over successive generations.
D) The frequencies of each allele in an organism's genotype has remained constant within the organism's lifetime."
864,864,"Answer the following question.

From an evolutionary perspective, the optimality theory as applied to a given trait is best represented by the idea that
A) if the benefits gained from the trait exceed the cost of the trait to the animal performing them, that trait will persist in the genome
B) if the trait reaps the best return for the cost relative to alternative forms of the trait, that trait will win out over the alternative forms
C) beneficial traits are always worth the cost to the organism in energy and physiology, so those traits will persist in the genome
D) the relative fitness of an organism must be improved due to a specific trait in order for the trait to remain in a population's gene pool"
865,865,"Answer the following question.

In the presence of alcohol dehydrogenase, the rate of reduction of acetaldehyde to ethanol increases as the concentration of acetaldehyde is increased. Eventually, the rate of the reaction reaches a maximum, after which point further increases in the concentration of acetaldehyde have no effect. Which of the following is true at the maximal rate of reaction?
A) Nearly all of the enzyme molecules are interacting with acetaldehyde molecules.
B) The activation energy of the reaction decreases.
C) The change in free energy of the reaction decreases.
D) The enzyme is no longer specific for acetaldehyde."
866,866,"Answer the following question.

Which of the following best explains how mutations in DNA can result in the expression of a new phenotype?
A) A different polypeptide is produced.
B) The polarity of tRNA becomes the opposite of that of DNA.
C) Nucleic acids are methylated.
D) The gene is now read in the 3′ to 5′ direction."
867,867,"Answer the following question.

A competitive inhibitor of an enzyme exerts its effect by
A) irreversibly forming covalent links with the enzyme, effectively preventing the enzyme's dissociation from it
B) irreversibly modifying some of the amino acid residues that help to comprise the enzyme's active site
C) competing with the substrate molecule for the same enzyme but a different binding site than the substrate binding site
D) reversibly decreasing the number of enzyme molecules that are available to bind substrates"
868,868,"Answer the following question.

The ability of the brain to detect differences in stimulus intensity is best explained by the fact that which of the following varies with the stimulus intensity?
A) The amplitude of the action potential
B) The threshold potential
C) The number of action potentials per second
D) The number of synapses crossed"
869,869,"Answer the following question.

Which of the following is the best explanation for why net primary productivity in terrestrial ecosystems tends to increase toward the tropics?
A) The higher species diversity in the tropics tends to increase plant growth.
B) There are lower metabolic costs to plant growth in the tropics.
C) The availability of water and warm temperatures in the tropics fosters photosynthesis.
D) The tropics have more predators that minimize herbivory."
870,870,"Answer the following question.

Proteins were shown to move about in a plane of the plasma membrane when mouse cellsurface proteins and human cell-surface proteins were observed to integrate along a fused mouse-human cell plasma membrane. Which of the following cell culture techniques was most likely employed in order to yield these results?
A) Producing a heterokaryon
B) Producing a hybrid cell
C) Isolating an immortal variant cell from culture and using it to create a cell line
D) Inserting a tumor-inducing virus into a normal cell to initiate transformation"
871,871,"Answer the following question.

Gene flow between populations results in
A) an increase in genetic homogeneity in the metapopulation
B) an increase in the rate of deleterious mutations in the metapopulation
C) an increased likelihood of speciation
D) disruption of Hardy-Weinberg equilibrium in the metapopulation"
872,872,"Answer the following question.

A subunit of DNA and protein consisting of 134-base-pair long stretches of DNA surrounding a protein octomer is called (a)
A) histone
B) chromatin
C) nucleosome
D) solenoid"
873,873,"Answer the following question.

Which of the following would be the most dependable environmental signal that a plant in a temperate ecosystem could use to initiate flowering at the correct time of the year?
A) Circadian rhythm
B) Photoperiod
C) Changing air temperature
D) Fluctuations in abscisic acid levels"
874,874,"Answer the following question.

Mitochondria isolated and placed in a buffered solution with a low pH begin to manufacture ATP. Which of the following is the best explanation for the effect of low external pH?
A) It increases the concentration of OH-, causing the mitochondria to pump H+ to the intermembrane space.
B) It increases the OH- concentration in the mitochondria matrix.
C) It increases the acid concentration in the mitochondria matrix.
D) It increases diffusion of H+ from the intermembrane space to the matrix."
875,875,"Answer the following question.

An organism belonging to the nekton is which one of the following?
A) Whale
B) Barnacle
C) Cyanobacterium
D) Protist"
876,876,"Answer the following question.

A behavioral response called a fixed action pattern shown by animals
A) occurs the second time an animal is exposed to the correct stimulus at the appropriate time in its life
B) occurs in the absence of sensory feedback
C) is a motor response which once released may be terminated spontaneously
D) is triggered by a number of sensory signals in the animal's environment"
877,877,"Answer the following question.

Which of the following adaptations would limit pollination by bees and promote hummingbird pollination?
A) Patterns of ultraviolet color on the petals
B) Modified petals to provide a landing space
C) Pendant (hanging) red-colored flowers
D) Nectar with high sugar concentration produced in limited amounts"
878,878,"Answer the following question.

Double fertilization is a unique feature of flowering plants. In this process, one sperm unites with the egg to yield a zygote. The second sperm unites with the polar nuclei to initiate the formation of the
A) megagametophyte
B) endodermis
C) embryo
D) endosperm"
879,879,"Answer the following question.

Mutation of homeotic cluster genes often results in which of the following developmental defects in Drosophila?
A) Absence of a group of contiguous segments
B) Transformation of one segment into another
C) Polarity defects in every segment along the anterior-posterior axis
D) Tumor formation in imaginal discs"
880,880,"Answer the following question.

Root pressure created by a plant's roots causes water to enter the roots by
A) translocation
B) adhesion
C) osmosis
D) capillary action"
881,881,"Answer the following question.

Cellular uptake of cholesterol occurs through internalization of low density lipoproteincholesterol complexes. Cholesterol uptake involves all of the following EXCEPT
A) cell-surface receptors
B) adhesion plaques
C) endosome formation
D) receptor-mediated endocytosis"
882,882,"Answer the following question.

Two xylem plant cell types that provide support and conduct water and minerals are the
A) collenchyma and sclerenchyma
B) sieve tube members and companion cells
C) tracheids and vessel elements
D) vessel elements and companion cells"
883,883,"Answer the following question.

Which of the following statements about excretory organs is true?
A) The kidneys of saltwater fishes produce urine hyperosmotic to their tissues.
B) The kidneys of desert mammals produce urine that is hypoosmotic to the urine of freshwater fishes.
C) Malpighian tubules allow insects to excrete waste through the exoskeleton.
D) Juxtamedullary nephrons in the mammalian kidney allow the organism to produce hyperosmotic urine."
884,884,"Answer the following question.

Mimicry is a strategy that has evolved through natural selection to increase the fitness of organisms to their environment. Which of the following represents a form of Batesian mimicry?
A) A type of millipede that is toxic to a toad is permanently avoided by the toad following the toad's initial attempt to consume it.
B) A moth exhibits false eyes at its tail end in order to disorient predators.
C) A moth exhibits nearly identical coloration to that of a stinging bee.
D) A ground-nesting gull chick displays a coloration pattern that is nearly indistinguishable from its surroundings."
885,885,"Answer the following question.

Keystone species are thought to have profound effects on the structure and composition of ecological communities because they
A) tend to reduce diversity by eliminating food resources for other species
B) provide the foundation for food webs
C) are more abundant than most other species in their communities
D) can prevent superior competitors from driving inferior competitors to local extinction"
886,886,"Answer the following question.

Which of the following is a reason that geneticists use mitochondrial DNA (mtDNA) to study the relatedness of animal populations?
A) mtDNA mutates at a slower rate than nuclear DNA.
B) mtDNA is passed from mother to child and is free from recombination that occurs between pairs of chromosomes.
C) There are few single nucleotide polymorphisms in the hypervariable, noncoding regions.
D) All mitochondrial proteins are coded for by mitochondrial genes."
887,887,"Answer the following question.

A quote from a natural resources text states: ""Whenever the original ecosystem becomes restructured by man, it tends to become simplified, with a resultant disruption of the stabilizing influences of density-dependent regulatory factors."" This implies that in a disturbed ecosystem
A) there exist large populations of a low number of species
B) population levels of a species are kept at equilibrium through natural regulatory mechanisms
C) a given prey organism is subject to higher predation rates by more diverse predators
D) a given prey organism is less likely to undergo a population surge"
888,888,"Answer the following question.

A female fruit fly bearing linked genes that produce the phenotype gray body and normal wings mates with a male fruit fly of phenotype black body and vestigial wings. The presence of gray-bodied, vestigialwinged flies among the progeny is best explained by
A) crossing over
B) independent assortment
C) segregation of alleles
D) penetrance"
889,889,"Answer the following question.

Which of the following active pools of carbon is the largest on Earth and contributes the most to carbon cycling?
A) The atmosphere
B) Rain-forest vegetation
C) Recoverable fossil fuels
D) The oceans"
890,890,"Answer the following question.

Charles Darwin's proposed conditions for natural selection encompass all of the following with regard to a given population EXCEPT
A) inheritance of both ""fit"" and ""unfit"" genes
B) differential survival and reproductive success
C) competition for limited resources
D) overproduction of offspring"
891,891,"Answer the following question.

Which of the following is a correct statement about the cohesion-tension theory for the ascent of water in the xylem?
A) The evaporation of water from leaf mesophyll cells generates tension in the water column.
B) Water moves from a source region with high hydrostatic pressure to a sink region with low hydrostatic pressure.
C) The cohesion of water molecules is responsible for the formation of embolisms (air bubbles) in the water column.
D) Living cells of the xylem provide the main conduit for an ascent of water."
892,892,"Answer the following question.

In fungi, cell walls are reinforced by which of the following?
A) Chitin
B) Silica
C) Lignin
D) Collagen fibers"
893,893,"Answer the following question.

In plants, proton pumps are involved in the process of loading sugars into the phloem for transport. Which of the following is true about this process?
A) It is passive.
B) It depends on DNA.
C) It requires ATP.
D) It translocates starch."
894,894,"Answer the following question.

Which of the following characteristics is predicted for an early-successional plant community?
A) High niche divergence among co-occurring species
B) High ratios of primary production to standing-crop biomass
C) High frequency of K-selected species
D) High detrital biomass"
895,895,"Answer the following question.

Which of the following is the symplastic pathway for the movement of sucrose from the site of photosynthesis in mesophyll cells into the phloem?
A) Fibers, phloem parenchyma, companion cell, sieve tube
B) Phloem parenchyma, fibers, bundle sheath, tracheids
C) Companion cells, phloem parenchyma, fibers, sieve tube
D) Bundle sheath, phloem parenchyma, companion cell, sieve tube"
896,896,"Answer the following question.

The rate, r, of a zero-order chemical reaction A → B can be expressed as which of the following?
A) r = k ln[A]
B) r = k [A]^2
C) r = k [A]
D) r = k"
897,897,"Answer the following question.

Infrared (IR) spectroscopy is useful for determining certain aspects of the structure of organic molecules because
A) all molecular bonds absorb IR radiation
B) IR peak intensities are related to molecular mass
C) most organic functional groups absorb in a characteristic region of the IR spectrum
D) each element absorbs at a characteristic wavelength"
898,898,"Answer the following question.

What is the maximum number of phases that can be at equilibrium with each other in a three component mixture?
A) 2
B) 3
C) 4
D) 5"
899,899,"Answer the following question.

When the following equation is balanced, which of the following is true?
__ MnO4− + __ I− + __ H+ <-> __ Mn2+ + __ IO3− + __ H2O
A) The I− : IO3− ratio is 3:1.
B) The MnO4- : I- ratio is 6:5.
C) The MnO4- : Mn2+ ratio is 3:1.
D) The H+ : I− ratio is 2:1."
900,900,"Answer the following question.

The equation ΔH = ΔU + PΔV is applicable
A) always
B) only for constant pressure processes
C) only for constant temperature processes
D) only for constant volume processes"
901,901,"Answer the following question.

Nitronyl nitroxides are stable radicals in which the unpaired electron is coupled to two equivalent nitrogen nuclei. How many lines will appear in the EPR spectrum of a solution of a rigid nitronyl nitroxide diradical with J << a?
A) 3 lines
B) 9 lines
C) 5 lines
D) 7 lines"
902,902,"Answer the following question.

Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?
A) Neutrons
B) Alpha particles
C) Beta particles
D) X-rays"
903,903,"Answer the following question.

Which of the following is required for both paramagnetism and ferromagnetism?
A) Strong oxidizing conditions
B) Low-spin electron configuration
C) Metallic physical properties
D) Unpaired electrons"
904,904,"Answer the following question.

The 1H spectrum of a mixture of dimethylsulphoxide (DMSO) and acetonitrile (AN) contains lines with relative intensities α and 3α, respectively. What is the ratio of the two concentrations, [DMSO]:[AN]?
A) 1:1
B) 1:3
C) 1:6
D) 2:3"
905,905,"Answer the following question.

Which of the following statements most accurately explains why the T1 of a nucleus is sometimes longer than its T2?
A) T1, unlike T2, is sensitive to very low-frequency molecular motions.
B) T2, unlike T1, is sensitive to very low-frequency molecular motions.
C) T1, unlike T2, is sensitive to molecular motions at the Larmor frequency.
D) T2, unlike T1, is sensitive to molecular motions at the Larmor frequency."
